dataset,distance,cmp,acc,train_duration,test_duration
CBF,uncertain_ed,cdf_cmp,0.92,657.56,1138.56
UMD,uncertain_ed,cdf_cmp,0.9791666666666666,642.7,161.12
SyntheticControl,uncertain_ed,cdf_cmp,0.9,636.93,31.86
ShapeletSim,uncertain_ed,cdf_cmp,0.9833333333333333,648.16,284.12
Chinatown,uncertain_ed,cdf_cmp,0.9620991253644315,604.86,61.94
ECG200,uncertain_ed,interval_cmp,0.83,644.4,42.89
TwoLeadECG,uncertain_ed,interval_cmp,0.9113257243195786,641.23,824.21
ECGFiveDays,uncertain_ed,interval_cmp,0.9070847851335656,656.35,1414.26
ItalyPowerDemand,uncertain_ed,interval_cmp,0.9261418853255587,623.16,384.15
SonyAIBORobotSurface2,uncertain_ed,interval_cmp,0.8656873032528857,637.92,699.16
SonyAIBORobotSurface1,uncertain_ed,interval_cmp,0.8452579034941764,626.66,507.29
Plane,uncertain_ed,interval_cmp,0.9809523809523809,647.23,34.07
Trace,uncertain_ed,interval_cmp,0.96,614.5,24.98
DodgerLoopWeekend,uncertain_ed,interval_cmp,0.6086956521739131,647.89,292.96
DodgerLoopGame,uncertain_ed,interval_cmp,0.4855072463768116,680.78,474.62
DodgerLoopDay,uncertain_ed,interval_cmp,0.4,651.19,38.8
SmoothSubspace,uncertain_ed,interval_cmp,0.74,623.94,19.85
BME,uncertain_ed,interval_cmp,0.78,654.04,238.38
CBF,uncertain_ed,interval_cmp,0.83,653.93,1013.0
UMD,uncertain_ed,interval_cmp,0.9513888888888888,659.78,221.33
SyntheticControl,uncertain_ed,interval_cmp,0.9,629.7,30.19
ShapeletSim,uncertain_ed,interval_cmp,0.9833333333333333,677.93,448.89
Chinatown,uncertain_ed,interval_cmp,0.9620991253644315,606.33,65.56
ECG200,dust_uniform,simple_cmp,0.78,636.76,31.05
TwoLeadECG,dust_uniform,simple_cmp,0.9288849868305531,638.25,1119.3
ECGFiveDays,dust_uniform,simple_cmp,0.89198606271777,676.67,1519.72
ItalyPowerDemand,dust_uniform,simple_cmp,0.9105928085519922,630.72,345.3
SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.8352570828961176,640.4,753.18
SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.8019966722129783,627.89,473.02
Plane,dust_uniform,simple_cmp,0.9809523809523809,638.52,28.47
Trace,dust_uniform,simple_cmp,0.96,647.94,34.87
DodgerLoopWeekend,dust_uniform,simple_cmp,0.8623188405797102,652.09,305.17
DodgerLoopGame,dust_uniform,simple_cmp,0.5072463768115942,672.67,400.13
DodgerLoopDay,dust_uniform,simple_cmp,0.25,654.08,49.79
SmoothSubspace,dust_uniform,simple_cmp,0.74,623.97,17.05
BME,dust_uniform,simple_cmp,0.8133333333333334,648.83,225.98
CBF,dust_uniform,simple_cmp,0.83,664.82,957.97
UMD,dust_uniform,simple_cmp,0.9791666666666666,642.52,175.67
SyntheticControl,dust_uniform,simple_cmp,0.8333333333333334,624.13,25.97
ShapeletSim,dust_uniform,simple_cmp,0.9833333333333333,665.63,454.69
Chinatown,dust_uniform,simple_cmp,0.9620991253644315,605.59,63.54
ECG200,dust_uniform,cdf_cmp,0.78,637.21,32.24
TwoLeadECG,dust_uniform,cdf_cmp,0.9113257243195786,641.0,1072.96
ECGFiveDays,dust_uniform,cdf_cmp,0.9953542392566783,668.74,1560.56
ItalyPowerDemand,dust_uniform,cdf_cmp,0.8192419825072886,632.69,371.87
SonyAIBORobotSurface2,dust_uniform,cdf_cmp,0.8352570828961176,635.3,766.2
SonyAIBORobotSurface1,dust_uniform,cdf_cmp,0.870216306156406,624.5,558.59
Plane,dust_uniform,cdf_cmp,0.9809523809523809,640.94,38.84
Trace,dust_uniform,cdf_cmp,0.96,627.9,37.48
DodgerLoopWeekend,dust_uniform,cdf_cmp,0.9057971014492754,631.7,216.87
DodgerLoopGame,dust_uniform,cdf_cmp,0.4855072463768116,671.95,391.11
DodgerLoopDay,dust_uniform,cdf_cmp,0.3125,632.91,35.53
SmoothSubspace,dust_uniform,cdf_cmp,0.74,617.68,24.39
BME,dust_uniform,cdf_cmp,0.7,651.82,266.55
CBF,dust_uniform,cdf_cmp,0.92,670.4,1215.97
UMD,dust_uniform,cdf_cmp,0.9791666666666666,650.23,160.42
SyntheticControl,dust_uniform,cdf_cmp,0.8533333333333334,629.24,24.13
ShapeletSim,dust_uniform,cdf_cmp,0.9833333333333333,670.63,479.43
Chinatown,dust_uniform,cdf_cmp,0.9620991253644315,606.45,63.99
ECG200,dust_uniform,interval_cmp,0.78,630.3,36.43
TwoLeadECG,dust_uniform,interval_cmp,0.922739244951712,649.29,1195.95
ECGFiveDays,dust_uniform,interval_cmp,0.9953542392566783,674.9,1511.95
ItalyPowerDemand,dust_uniform,interval_cmp,0.9105928085519922,632.01,359.39
SonyAIBORobotSurface2,dust_uniform,interval_cmp,0.8352570828961176,636.88,815.97
SonyAIBORobotSurface1,dust_uniform,interval_cmp,0.8019966722129783,631.19,548.49
Plane,dust_uniform,interval_cmp,0.9809523809523809,646.9,39.96
Trace,dust_uniform,interval_cmp,0.96,639.44,37.58
DodgerLoopWeekend,dust_uniform,interval_cmp,0.9057971014492754,638.87,252.83
DodgerLoopGame,dust_uniform,interval_cmp,0.5652173913043478,683.69,505.41
DodgerLoopDay,dust_uniform,interval_cmp,0.25,651.17,55.04
SmoothSubspace,dust_uniform,interval_cmp,0.7266666666666667,620.57,18.0
BME,dust_uniform,interval_cmp,0.8133333333333334,655.51,200.54
CBF,dust_uniform,interval_cmp,0.9333333333333333,660.43,1105.07
UMD,dust_uniform,interval_cmp,0.9791666666666666,658.27,193.56
SyntheticControl,dust_uniform,interval_cmp,0.8533333333333334,624.31,24.48
ShapeletSim,dust_uniform,interval_cmp,0.9833333333333333,679.19,474.51
Chinatown,dust_uniform,interval_cmp,0.9708454810495627,606.32,63.26
ECG200,dust_normal,simple_cmp,0.78,633.78,31.02
TwoLeadECG,dust_normal,simple_cmp,0.9288849868305531,642.76,927.1
ECGFiveDays,dust_normal,simple_cmp,0.991869918699187,658.52,1320.92
ItalyPowerDemand,dust_normal,simple_cmp,0.9144800777453839,631.25,367.58
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.8352570828961176,632.38,718.73
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.8019966722129783,630.87,514.61
Plane,dust_normal,simple_cmp,0.9809523809523809,640.22,40.38
Trace,dust_normal,simple_cmp,0.96,648.4,38.42
DodgerLoopWeekend,dust_normal,simple_cmp,0.927536231884058,653.06,300.59
DodgerLoopGame,dust_normal,simple_cmp,0.4855072463768116,657.35,434.52
DodgerLoopDay,dust_normal,simple_cmp,0.3125,632.88,36.96
SmoothSubspace,dust_normal,simple_cmp,0.7266666666666667,623.7,23.11
BME,dust_normal,simple_cmp,0.8133333333333334,652.68,241.26
CBF,dust_normal,simple_cmp,0.83,668.94,1078.6
UMD,dust_normal,simple_cmp,0.9791666666666666,645.52,115.03
SyntheticControl,dust_normal,simple_cmp,0.8333333333333334,622.01,13.17
ShapeletSim,dust_normal,simple_cmp,0.9833333333333333,654.33,418.32
Chinatown,dust_normal,simple_cmp,0.9620991253644315,606.24,63.12
ECG200,dust_normal,cdf_cmp,0.78,637.09,32.95
TwoLeadECG,dust_normal,cdf_cmp,0.9288849868305531,643.93,1049.24
ECGFiveDays,dust_normal,cdf_cmp,0.9976771196283392,657.95,942.63
ItalyPowerDemand,dust_normal,cdf_cmp,0.9105928085519922,632.17,369.56
SonyAIBORobotSurface2,dust_normal,cdf_cmp,0.8352570828961176,641.58,797.58
SonyAIBORobotSurface1,dust_normal,cdf_cmp,0.7986688851913477,624.77,385.39
Plane,dust_normal,cdf_cmp,0.9809523809523809,642.45,28.3
Trace,dust_normal,cdf_cmp,0.96,642.39,38.06
DodgerLoopWeekend,dust_normal,cdf_cmp,0.927536231884058,644.62,291.95
DodgerLoopGame,dust_normal,cdf_cmp,0.4855072463768116,663.41,385.02
DodgerLoopDay,dust_normal,cdf_cmp,0.25,629.37,55.38
SmoothSubspace,dust_normal,cdf_cmp,0.74,625.24,25.0
BME,dust_normal,cdf_cmp,0.7133333333333334,655.45,251.77
CBF,dust_normal,cdf_cmp,0.9555555555555556,657.22,983.51
UMD,dust_normal,cdf_cmp,0.9444444444444444,640.61,163.51
SyntheticControl,dust_normal,cdf_cmp,0.8333333333333334,626.53,19.4
ShapeletSim,dust_normal,cdf_cmp,0.9833333333333333,670.94,437.63
Chinatown,dust_normal,cdf_cmp,0.9620991253644315,603.29,62.04
ECG200,dust_normal,interval_cmp,0.78,635.62,34.53
TwoLeadECG,dust_normal,interval_cmp,0.9113257243195786,642.12,721.86
ECGFiveDays,dust_normal,interval_cmp,0.983739837398374,641.62,918.66
ItalyPowerDemand,dust_normal,interval_cmp,0.9105928085519922,627.14,343.23
SonyAIBORobotSurface2,dust_normal,interval_cmp,0.8656873032528857,637.37,579.98
SonyAIBORobotSurface1,dust_normal,interval_cmp,0.8901830282861897,619.4,343.67
Plane,dust_normal,interval_cmp,0.9333333333333333,649.67,42.84
Trace,dust_normal,interval_cmp,0.96,628.68,21.38
DodgerLoopWeekend,dust_normal,interval_cmp,0.9057971014492754,635.52,233.87
DodgerLoopGame,dust_normal,interval_cmp,0.4855072463768116,661.2,387.6
DodgerLoopDay,dust_normal,interval_cmp,0.4,624.36,29.93
SmoothSubspace,dust_normal,interval_cmp,0.7666666666666667,622.33,23.36
BME,dust_normal,interval_cmp,0.8133333333333334,651.62,167.73
CBF,dust_normal,interval_cmp,0.92,640.76,711.38
UMD,dust_normal,interval_cmp,0.9375,645.61,164.56
SyntheticControl,dust_normal,interval_cmp,0.9,620.19,18.78
ShapeletSim,dust_normal,interval_cmp,0.9833333333333333,639.3,305.97
Chinatown,dust_normal,interval_cmp,0.956268221574344,602.93,31.22
