dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,GNB,0.72,633.24,34.55
TwoLeadECG,hellinger_based_distance,simple_cmp,GNB,0.6277436347673397,635.86,1033.6
ECGFiveDays,hellinger_based_distance,simple_cmp,GNB,0.7502903600464577,673.15,252522.25
ItalyPowerDemand,hellinger_based_distance,simple_cmp,GNB,0.7842565597667639,631.65,250834.98
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,GNB,0.7848898216159497,622.2,471.52
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,GNB,0.5856905158069884,619.72,403.73
Plane,hellinger_based_distance,simple_cmp,GNB,0.8571428571428571,635.68,29.96
Trace,hellinger_based_distance,simple_cmp,GNB,0.52,638.41,46.02
SmoothSubspace,hellinger_based_distance,simple_cmp,GNB,0.64,622.8,22.02
BME,hellinger_based_distance,simple_cmp,GNB,0.6333333333333333,647.03,217.15
CBF,hellinger_based_distance,simple_cmp,GNB,0.8455555555555555,647.9,928.71
UMD,hellinger_based_distance,simple_cmp,GNB,0.6805555555555556,645.06,166.33
SyntheticControl,hellinger_based_distance,simple_cmp,GNB,0.6066666666666667,612.9,17.67
ShapeletSim,hellinger_based_distance,simple_cmp,GNB,0.4777777777777778,663.37,502.66
Chinatown,hellinger_based_distance,simple_cmp,GNB,0.8309037900874635,604.8,62.57
ECG200,jensen_shannon_distance,simple_cmp,GNB,0.64,250567.51,41.85
TwoLeadECG,jensen_shannon_distance,simple_cmp,GNB,0.5697980684811238,250509.66,432.12
ECGFiveDays,jensen_shannon_distance,simple_cmp,GNB,0.49709639953542395,250499.68,47.6
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,GNB,0.6754130223517979,639.42,534.42
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,GNB,0.5918153200419727,634.87,908.42
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,GNB,0.7004991680532446,619.48,392.47
Plane,jensen_shannon_distance,simple_cmp,GNB,0.21904761904761905,627.88,26.54
Trace,jensen_shannon_distance,simple_cmp,GNB,0.6,645.82,45.74
SmoothSubspace,jensen_shannon_distance,simple_cmp,GNB,0.52,628.35,27.64
BME,jensen_shannon_distance,simple_cmp,GNB,0.44666666666666666,657.35,268.96
CBF,jensen_shannon_distance,simple_cmp,GNB,0.7377777777777778,652.52,1035.9
UMD,jensen_shannon_distance,simple_cmp,GNB,0.3958333333333333,669.98,270.53
SyntheticControl,jensen_shannon_distance,simple_cmp,GNB,0.2633333333333333,613.04,15.53
ShapeletSim,jensen_shannon_distance,simple_cmp,GNB,0.5277777777777778,663.27,468.75
Chinatown,jensen_shannon_distance,simple_cmp,GNB,0.8309037900874635,606.14,88.31
