dataset,distance,cmp,classifier,acc,train_duration,test_duration
BME,ed,simple_cmp,RF,0.5,658.98,220.23
CBF,ed,simple_cmp,RF,0.7577777777777778,651.38,1217.79
UMD,ed,simple_cmp,RF,0.75,643.31,155.91
SyntheticControl,ed,simple_cmp,RF,0.4633333333333333,614.76,13.39
ShapeletSim,ed,simple_cmp,RF,0.4888888888888889,655.28,480.26
Chinatown,ed,simple_cmp,RF,0.7026239067055393,604.3,54.46
ECG200,dust_uniform,simple_cmp,RF,0.67,648.97,47.06
TwoLeadECG,dust_uniform,simple_cmp,RF,0.6268656716417911,636.12,1272.4
ECGFiveDays,dust_uniform,simple_cmp,RF,0.5598141695702671,666.59,3075.17
ItalyPowerDemand,dust_uniform,simple_cmp,RF,0.6958211856171039,638.64,561.58
SonyAIBORobotSurface2,dust_uniform,simple_cmp,RF,0.6190975865687304,631.88,871.16
SonyAIBORobotSurface1,dust_uniform,simple_cmp,RF,0.45757071547420963,625.01,549.42
Plane,dust_uniform,simple_cmp,RF,0.5142857142857142,619.78,20.57
Trace,dust_uniform,simple_cmp,RF,0.52,622.13,23.97
SmoothSubspace,dust_uniform,simple_cmp,RF,0.4666666666666667,627.21,19.3
BME,dust_uniform,simple_cmp,RF,0.4666666666666667,662.84,299.35
CBF,dust_uniform,simple_cmp,RF,0.8011111111111111,663.78,985.16
UMD,dust_uniform,simple_cmp,RF,0.4930555555555556,637.81,171.04
SyntheticControl,dust_uniform,simple_cmp,RF,0.45666666666666667,629.97,24.46
ShapeletSim,dust_uniform,simple_cmp,RF,0.46111111111111114,647.96,415.47
Chinatown,dust_uniform,simple_cmp,RF,0.7055393586005831,608.06,120.5
ECG200,dust_normal,simple_cmp,RF,0.7,649.73,53.27
TwoLeadECG,dust_normal,simple_cmp,RF,0.6101843722563652,634.32,1149.85
ECGFiveDays,dust_normal,simple_cmp,RF,0.5725900116144018,663.39,2238.69
ItalyPowerDemand,dust_normal,simple_cmp,RF,0.6793002915451894,633.98,547.63
SonyAIBORobotSurface2,dust_normal,simple_cmp,RF,0.5907660020986358,631.32,845.86
SonyAIBORobotSurface1,dust_normal,simple_cmp,RF,0.44093178036605657,626.59,974.3
Plane,dust_normal,simple_cmp,RF,0.42857142857142855,621.7,26.21
Trace,dust_normal,simple_cmp,RF,0.51,633.63,40.09
SmoothSubspace,dust_normal,simple_cmp,RF,0.44666666666666666,622.83,23.6
BME,dust_normal,simple_cmp,RF,0.48,659.66,291.05
CBF,dust_normal,simple_cmp,RF,0.76,648.46,1094.57
UMD,dust_normal,simple_cmp,RF,0.4305555555555556,632.04,156.92
SyntheticControl,dust_normal,simple_cmp,RF,0.36333333333333334,617.45,19.76
ShapeletSim,dust_normal,simple_cmp,RF,0.5222222222222223,658.65,504.7
Chinatown,dust_normal,simple_cmp,RF,0.7346938775510204,608.55,133.77
ECG200,ued,simple_cmp,RF,0.76,625.94,31.17
TwoLeadECG,ued,simple_cmp,RF,0.5417032484635645,646.44,3439.6
ECGFiveDays,ued,simple_cmp,RF,0.5133565621370499,683.65,2481.12
ItalyPowerDemand,ued,simple_cmp,RF,0.7580174927113703,635.14,659.49
SonyAIBORobotSurface2,ued,simple_cmp,RF,0.614900314795383,663.52,1817.41
SonyAIBORobotSurface1,ued,simple_cmp,RF,0.5773710482529119,618.61,530.56
Plane,ued,simple_cmp,RF,0.49523809523809526,607.54,17.67
Trace,ued,simple_cmp,RF,0.45,626.54,33.83
SmoothSubspace,ued,simple_cmp,RF,0.5333333333333333,625.57,30.64
BME,ued,simple_cmp,RF,0.47333333333333333,646.41,284.79
CBF,ued,simple_cmp,RF,0.6966666666666667,691.5,1985.68
UMD,ued,simple_cmp,RF,0.7222222222222222,640.38,235.64
SyntheticControl,ued,simple_cmp,RF,0.34,621.03,24.16
ShapeletSim,ued,simple_cmp,RF,0.49444444444444446,677.53,706.55
Chinatown,ued,simple_cmp,RF,0.7434402332361516,609.78,152.21
ECG200,fots,simple_cmp,RF,0.75,7550.44,396.92
TwoLeadECG,fots,simple_cmp,RF,0.517998244073749,7381.98,5361.13
ECGFiveDays,fots,simple_cmp,RF,0.5609756097560976,7466.14,12535.87
ItalyPowerDemand,fots,simple_cmp,RF,0.5413022351797862,7254.23,782.35
SonyAIBORobotSurface2,fots,simple_cmp,RF,0.5855194123819517,7277.85,4109.26
SonyAIBORobotSurface1,fots,simple_cmp,RF,0.47587354409317806,7287.37,1860.81
Plane,fots,simple_cmp,RF,0.5333333333333333,7630.76,537.21
Trace,fots,simple_cmp,RF,0.38,7564.73,658.39
SmoothSubspace,fots,simple_cmp,RF,0.35333333333333333,7383.1,192.09
BME,fots,simple_cmp,RF,0.4266666666666667,7835.54,2517.58
CBF,fots,simple_cmp,RF,0.4477777777777778,7685.5,12607.96
UMD,fots,simple_cmp,RF,0.4444444444444444,7507.32,1257.32
SyntheticControl,fots,simple_cmp,RF,0.39,7337.05,192.96
ShapeletSim,fots,simple_cmp,RF,0.4777777777777778,7560.66,4508.94
Chinatown,fots,simple_cmp,RF,0.46647230320699706,7214.66,255.49
