dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,RF,0.71,632.66,33.61
TwoLeadECG,hellinger_based_distance,simple_cmp,RF,0.6215978928884986,634.28,1087.27
ECGFiveDays,hellinger_based_distance,simple_cmp,RF,0.6085946573751452,674.23,2125.76
ItalyPowerDemand,hellinger_based_distance,simple_cmp,RF,0.6802721088435374,635.12,531.08
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,RF,0.6012591815320042,626.9,661.23
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,RF,0.4925124792013311,624.88,619.14
Plane,hellinger_based_distance,simple_cmp,RF,0.580952380952381,617.38,19.86
Trace,hellinger_based_distance,simple_cmp,RF,0.52,624.0,30.32
SmoothSubspace,hellinger_based_distance,simple_cmp,RF,0.5333333333333333,621.98,20.92
BME,hellinger_based_distance,simple_cmp,RF,0.5266666666666666,632.75,163.05
CBF,hellinger_based_distance,simple_cmp,RF,0.7166666666666667,653.4,1199.21
UMD,hellinger_based_distance,simple_cmp,RF,0.4930555555555556,635.65,141.12
SyntheticControl,hellinger_based_distance,simple_cmp,RF,0.4166666666666667,617.31,21.44
ShapeletSim,hellinger_based_distance,simple_cmp,RF,0.55,672.1,635.2
Chinatown,hellinger_based_distance,simple_cmp,RF,0.7405247813411079,606.62,87.66
ECG200,jensen_shannon_distance,simple_cmp,RF,0.66,630.93,34.78
TwoLeadECG,jensen_shannon_distance,simple_cmp,RF,0.597892888498683,639.2,1413.02
ECGFiveDays,jensen_shannon_distance,simple_cmp,RF,0.5888501742160279,685.83,2662.73
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,RF,0.6812439261418853,641.33,542.36
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,RF,0.5498426023084995,634.43,941.06
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,RF,0.46422628951747086,622.99,535.49
Plane,jensen_shannon_distance,simple_cmp,RF,0.4380952380952381,618.48,23.42
Trace,jensen_shannon_distance,simple_cmp,RF,0.52,655.44,74.06
SmoothSubspace,jensen_shannon_distance,simple_cmp,RF,0.46,622.55,23.18
BME,jensen_shannon_distance,simple_cmp,RF,0.4533333333333333,652.86,259.1
CBF,jensen_shannon_distance,simple_cmp,RF,0.7155555555555555,646.11,993.73
UMD,jensen_shannon_distance,simple_cmp,RF,0.3541666666666667,660.22,239.85
SyntheticControl,jensen_shannon_distance,simple_cmp,RF,0.20333333333333334,616.93,16.62
ShapeletSim,jensen_shannon_distance,simple_cmp,RF,0.5,654.83,454.27
Chinatown,jensen_shannon_distance,simple_cmp,RF,0.6997084548104956,607.1,118.07
ECG200,ed,simple_cmp,RF,0.8,627.92,29.25
TwoLeadECG,ed,simple_cmp,RF,0.5636523266022827,643.4,1622.41
ECGFiveDays,ed,simple_cmp,RF,0.586527293844367,672.34,2260.24
ItalyPowerDemand,ed,simple_cmp,RF,0.7599611273080661,637.32,485.53
SonyAIBORobotSurface2,ed,simple_cmp,RF,0.670514165792235,629.23,753.05
SonyAIBORobotSurface1,ed,simple_cmp,RF,0.5657237936772047,619.53,425.84
Plane,ed,simple_cmp,RF,0.6666666666666666,619.88,21.59
Trace,ed,simple_cmp,RF,0.43,631.49,32.49
SmoothSubspace,ed,simple_cmp,RF,0.54,620.75,21.47
