dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.8,635.82,36.76
TwoLeadECG,ued,simple_cmp,0.9964881474978051,651.3,1093.41
ECGFiveDays,ued,simple_cmp,0.9895470383275261,656.65,1382.04
ItalyPowerDemand,ued,simple_cmp,0.9601554907677357,623.84,370.67
SonyAIBORobotSurface2,ued,simple_cmp,0.8467995802728226,634.01,680.06
SonyAIBORobotSurface1,ued,simple_cmp,0.9683860232945092,619.25,489.65
Plane,ued,simple_cmp,0.9904761904761905,632.34,34.05
Trace,ued,simple_cmp,0.89,620.55,32.43
SmoothSubspace,ued,simple_cmp,0.9,624.29,23.22
BME,ued,simple_cmp,0.7466666666666667,639.69,209.2
CBF,ued,simple_cmp,0.9777777777777777,649.58,1061.65
UMD,ued,simple_cmp,0.9861111111111112,640.26,217.5
SyntheticControl,ued,simple_cmp,0.8166666666666667,614.17,19.82
ShapeletSim,ued,simple_cmp,0.95,650.86,474.15
Chinatown,ued,simple_cmp,0.9620991253644315,604.85,51.53
ECG200,ued,cdf_cmp,0.77,603.58,16.98
TwoLeadECG,ued,cdf_cmp,0.8779631255487269,653.24,1615.95
ECGFiveDays,ued,cdf_cmp,0.9732868757259001,662.21,1507.89
ItalyPowerDemand,ued,cdf_cmp,0.9523809523809523,613.28,167.12
SonyAIBORobotSurface2,ued,cdf_cmp,0.8457502623294858,637.28,1134.88
SonyAIBORobotSurface1,ued,cdf_cmp,0.9667221297836939,636.61,776.54
Plane,ued,cdf_cmp,0.9809523809523809,649.91,65.76
Trace,ued,cdf_cmp,0.89,661.12,51.12
SmoothSubspace,ued,cdf_cmp,0.7666666666666667,598.43,6.85
BME,ued,cdf_cmp,0.6866666666666666,657.3,269.87
CBF,ued,cdf_cmp,0.9744444444444444,643.94,912.99
UMD,ued,cdf_cmp,0.8888888888888888,634.45,151.23
SyntheticControl,ued,cdf_cmp,0.42333333333333334,600.19,6.85
ShapeletSim,ued,cdf_cmp,0.9666666666666667,662.21,444.84
Chinatown,ued,cdf_cmp,0.9766763848396501,606.88,87.93
ECG200,ued,interval_cmp,0.77,640.42,39.28
TwoLeadECG,ued,interval_cmp,0.9973661106233538,635.98,994.15
ECGFiveDays,ued,interval_cmp,0.9907084785133565,682.0,1297.54
ItalyPowerDemand,ued,interval_cmp,0.9630709426627794,628.96,354.96
SonyAIBORobotSurface2,ued,interval_cmp,0.8551941238195173,634.29,724.75
SonyAIBORobotSurface1,ued,interval_cmp,0.9667221297836939,627.69,519.93
Plane,ued,interval_cmp,0.9904761904761905,637.78,43.93
Trace,ued,interval_cmp,0.91,631.75,30.83
SmoothSubspace,ued,interval_cmp,0.9066666666666666,632.88,21.19
BME,ued,interval_cmp,0.8066666666666666,640.9,227.9
CBF,ued,interval_cmp,0.9755555555555555,656.46,751.27
UMD,ued,interval_cmp,0.9930555555555556,644.19,183.41
SyntheticControl,ued,interval_cmp,0.86,618.72,21.9
ShapeletSim,ued,interval_cmp,0.9666666666666667,635.62,340.64
Chinatown,ued,interval_cmp,0.9620991253644315,605.28,45.48
