dataset,distance,cmp,acc,train_duration,test_duration
ItalyPowerDemand,ued,interval_cmp,0.6793002915451894,635.25,507.43
SonyAIBORobotSurface2,ued,interval_cmp,0.5603357817418678,630.52,692.03
SonyAIBORobotSurface1,ued,interval_cmp,0.47753743760399336,618.96,471.42
Plane,ued,interval_cmp,0.5904761904761905,617.73,23.3
Trace,ued,interval_cmp,0.49,638.92,26.64
SmoothSubspace,ued,interval_cmp,0.4066666666666667,613.73,19.51
BME,ued,interval_cmp,0.5133333333333333,646.96,212.58
CBF,ued,interval_cmp,0.5233333333333333,663.31,1413.25
UMD,ued,interval_cmp,0.6041666666666666,649.26,139.25
SyntheticControl,ued,interval_cmp,0.4266666666666667,614.8,15.23
ShapeletSim,ued,interval_cmp,0.46111111111111114,664.19,459.25
Chinatown,ued,interval_cmp,0.7696793002915452,605.04,66.49
ECG200,dust_uniform,simple_cmp,0.64,643.53,43.97
TwoLeadECG,dust_uniform,simple_cmp,0.5926251097453907,639.88,1332.86
ECGFiveDays,dust_uniform,simple_cmp,0.5888501742160279,690.24,1909.2
ItalyPowerDemand,dust_uniform,simple_cmp,0.6763848396501457,652.18,528.72
SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.6621196222455404,635.87,955.34
SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.4459234608985025,633.82,786.4
Plane,dust_uniform,simple_cmp,0.6,627.05,25.46
Trace,dust_uniform,simple_cmp,0.51,624.52,40.76
SmoothSubspace,dust_uniform,simple_cmp,0.44666666666666666,622.85,22.77
BME,dust_uniform,simple_cmp,0.47333333333333333,651.28,237.74
CBF,dust_uniform,simple_cmp,0.7722222222222223,651.97,990.34
UMD,dust_uniform,simple_cmp,0.5069444444444444,640.56,105.07
SyntheticControl,dust_uniform,simple_cmp,0.5166666666666667,623.07,31.11
ShapeletSim,dust_uniform,simple_cmp,0.4888888888888889,679.06,518.4
Chinatown,dust_uniform,simple_cmp,0.6880466472303207,610.03,119.71
ECG200,dust_normal,simple_cmp,0.69,625.13,28.24
TwoLeadECG,dust_normal,simple_cmp,0.6022827041264267,636.29,1177.91
ECGFiveDays,dust_normal,simple_cmp,0.6004645760743321,673.01,1874.53
ItalyPowerDemand,dust_normal,simple_cmp,0.6666666666666666,631.62,427.69
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.614900314795383,645.39,1011.53
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.44093178036605657,635.42,673.59
Plane,dust_normal,simple_cmp,0.5142857142857142,624.46,19.38
Trace,dust_normal,simple_cmp,0.55,632.81,21.16
SmoothSubspace,dust_normal,simple_cmp,0.4666666666666667,614.47,18.99
BME,dust_normal,simple_cmp,0.49333333333333335,659.87,292.09
CBF,dust_normal,simple_cmp,0.7255555555555555,663.59,1043.45
UMD,dust_normal,simple_cmp,0.5277777777777778,630.73,99.93
SyntheticControl,dust_normal,simple_cmp,0.45666666666666667,612.77,14.09
ShapeletSim,dust_normal,simple_cmp,0.49444444444444446,654.21,439.8
Chinatown,dust_normal,simple_cmp,0.6880466472303207,613.63,138.39
ECG200,ed,simple_cmp,0.71,625.09,22.3
TwoLeadECG,ed,simple_cmp,0.49604916593503073,660.76,1745.2
ECGFiveDays,ed,simple_cmp,0.5331010452961672,672.29,2030.2
ItalyPowerDemand,ed,simple_cmp,0.7142857142857143,638.03,418.73
SonyAIBORobotSurface2,ed,simple_cmp,0.5687303252885625,626.0,602.89
SonyAIBORobotSurface1,ed,simple_cmp,0.47753743760399336,625.6,368.4
Plane,ed,simple_cmp,0.580952380952381,625.8,25.76
Trace,ed,simple_cmp,0.49,624.22,41.13
SmoothSubspace,ed,simple_cmp,0.4,619.92,22.83
BME,ed,simple_cmp,0.5133333333333333,643.47,179.3
CBF,ed,simple_cmp,0.5355555555555556,651.31,1106.91
UMD,ed,simple_cmp,0.5972222222222222,649.76,166.12
SyntheticControl,ed,simple_cmp,0.49666666666666665,616.99,16.6
ShapeletSim,ed,simple_cmp,0.48333333333333334,651.31,418.81
Chinatown,ed,simple_cmp,0.7580174927113703,603.83,45.94
