dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,GNB,0.75,623.98,26.29
TwoLeadECG,hellinger_based_distance,simple_cmp,GNB,0.8068481123792801,644.73,1141.46
ECGFiveDays,hellinger_based_distance,simple_cmp,GNB,0.8141695702671312,671.1,1239.24
ItalyPowerDemand,hellinger_based_distance,simple_cmp,GNB,0.8940719144800777,633.1,390.02
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,GNB,0.8069254984260231,637.99,690.5
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,GNB,0.7603993344425957,629.22,573.25
Plane,hellinger_based_distance,simple_cmp,GNB,0.9047619047619048,619.41,24.17
Trace,hellinger_based_distance,simple_cmp,GNB,0.75,627.01,43.66
SmoothSubspace,hellinger_based_distance,simple_cmp,GNB,0.68,620.79,20.62
BME,hellinger_based_distance,simple_cmp,GNB,0.6,647.82,234.72
CBF,hellinger_based_distance,simple_cmp,GNB,0.9455555555555556,655.86,791.46
UMD,hellinger_based_distance,simple_cmp,GNB,0.6805555555555556,662.93,216.31
SyntheticControl,hellinger_based_distance,simple_cmp,GNB,0.6466666666666666,626.16,27.79
ShapeletSim,hellinger_based_distance,simple_cmp,GNB,0.7833333333333333,666.73,433.28
Chinatown,hellinger_based_distance,simple_cmp,GNB,0.9650145772594753,604.59,46.63
ECG200,jensen_shannon_distance,simple_cmp,GNB,0.59,62761.22,18.81
TwoLeadECG,jensen_shannon_distance,simple_cmp,GNB,0.5390693590869183,62729.35,1681.71
ECGFiveDays,jensen_shannon_distance,simple_cmp,GNB,0.6004645760743321,62725.66,1890.59
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,GNB,0.6637512147716229,62714.47,71.11
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,GNB,0.70199370409234,639.24,1028.53
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,GNB,0.5391014975041597,621.15,455.26
Plane,jensen_shannon_distance,simple_cmp,GNB,0.3238095238095238,627.98,31.31
Trace,jensen_shannon_distance,simple_cmp,GNB,0.61,652.64,56.74
SmoothSubspace,jensen_shannon_distance,simple_cmp,GNB,0.42,627.49,27.63
BME,jensen_shannon_distance,simple_cmp,GNB,0.34,671.81,347.09
CBF,jensen_shannon_distance,simple_cmp,GNB,0.7488888888888889,660.02,1255.5
UMD,jensen_shannon_distance,simple_cmp,GNB,0.4097222222222222,672.49,277.7
SyntheticControl,jensen_shannon_distance,simple_cmp,GNB,0.42333333333333334,624.79,26.3
ShapeletSim,jensen_shannon_distance,simple_cmp,GNB,0.4666666666666667,644.51,359.7
Chinatown,jensen_shannon_distance,simple_cmp,GNB,0.9212827988338192,606.48,96.04
