dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,RF,0.73,628.89,28.9
TwoLeadECG,hellinger_based_distance,simple_cmp,RF,0.591747146619842,630.07,946.78
ECGFiveDays,hellinger_based_distance,simple_cmp,RF,0.775842044134727,680.64,2422.78
ItalyPowerDemand,hellinger_based_distance,simple_cmp,RF,0.815354713313897,631.41,440.48
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,RF,0.6904512067156349,627.63,678.2
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,RF,0.5690515806988353,620.51,465.05
Plane,hellinger_based_distance,simple_cmp,RF,0.8571428571428571,629.33,26.58
Trace,hellinger_based_distance,simple_cmp,RF,0.49,637.64,41.87
SmoothSubspace,hellinger_based_distance,simple_cmp,RF,0.5866666666666667,625.86,25.01
BME,hellinger_based_distance,simple_cmp,RF,0.66,640.09,193.36
CBF,hellinger_based_distance,simple_cmp,RF,0.8433333333333334,647.46,959.12
UMD,hellinger_based_distance,simple_cmp,RF,0.6319444444444444,636.47,132.84
SyntheticControl,hellinger_based_distance,simple_cmp,RF,0.59,616.38,15.99
ShapeletSim,hellinger_based_distance,simple_cmp,RF,0.4666666666666667,668.81,523.96
Chinatown,hellinger_based_distance,simple_cmp,RF,0.8688046647230321,604.71,60.31
ECG200,jensen_shannon_distance,simple_cmp,RF,0.66,640.11,38.76
TwoLeadECG,jensen_shannon_distance,simple_cmp,RF,0.5952589991220368,637.99,1265.0
ECGFiveDays,jensen_shannon_distance,simple_cmp,RF,0.5923344947735192,678.26,2438.54
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,RF,0.7376093294460642,638.29,523.76
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,RF,0.6169989506820567,636.1,1030.95
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,RF,0.5291181364392679,624.18,559.69
Plane,jensen_shannon_distance,simple_cmp,RF,0.3619047619047619,630.21,32.69
Trace,jensen_shannon_distance,simple_cmp,RF,0.48,639.91,43.2
SmoothSubspace,jensen_shannon_distance,simple_cmp,RF,0.54,627.44,27.31
BME,jensen_shannon_distance,simple_cmp,RF,0.44,653.04,247.1
CBF,jensen_shannon_distance,simple_cmp,RF,0.73,647.02,1021.06
UMD,jensen_shannon_distance,simple_cmp,RF,0.4375,666.57,256.82
SyntheticControl,jensen_shannon_distance,simple_cmp,RF,0.2633333333333333,629.15,28.56
ShapeletSim,jensen_shannon_distance,simple_cmp,RF,0.42777777777777776,668.48,532.09
Chinatown,jensen_shannon_distance,simple_cmp,RF,0.8279883381924198,606.24,87.45
ECG200,ed,simple_cmp,RF,0.79,620.36,21.28
TwoLeadECG,ed,simple_cmp,RF,0.6286215978928885,634.55,1120.93
ECGFiveDays,ed,simple_cmp,RF,0.735191637630662,663.97,1911.54
ItalyPowerDemand,ed,simple_cmp,RF,0.8785228377065112,629.27,398.27
SonyAIBORobotSurface2,ed,simple_cmp,RF,0.7366211962224554,622.68,542.97
SonyAIBORobotSurface1,ed,simple_cmp,RF,0.7520798668885191,615.07,300.54
Plane,ed,simple_cmp,RF,0.9238095238095239,626.38,24.57
Trace,ed,simple_cmp,RF,0.74,634.47,33.56
SmoothSubspace,ed,simple_cmp,RF,0.6333333333333333,618.86,19.19
BME,ed,simple_cmp,RF,0.66,644.49,218.55
CBF,ed,simple_cmp,RF,0.8866666666666667,649.26,1091.19
UMD,ed,simple_cmp,RF,0.8819444444444444,646.41,181.32
SyntheticControl,ed,simple_cmp,RF,0.6433333333333333,620.07,19.1
ShapeletSim,ed,simple_cmp,RF,0.55,658.36,486.34
Chinatown,ed,simple_cmp,RF,0.8746355685131195,604.6,60.92
ECG200,dust_uniform,simple_cmp,RF,0.73,626.7,25.54
TwoLeadECG,dust_uniform,simple_cmp,RF,0.6242317822651449,632.97,1041.25
ECGFiveDays,dust_uniform,simple_cmp,RF,0.6341463414634146,658.58,1845.6
ItalyPowerDemand,dust_uniform,simple_cmp,RF,0.7871720116618076,631.84,436.87
SonyAIBORobotSurface2,dust_uniform,simple_cmp,RF,0.6946484784889821,629.97,814.38
SonyAIBORobotSurface1,dust_uniform,simple_cmp,RF,0.5773710482529119,621.96,510.75
Plane,dust_uniform,simple_cmp,RF,0.6761904761904762,624.17,32.19
Trace,dust_uniform,simple_cmp,RF,0.54,632.74,41.79
SmoothSubspace,dust_uniform,simple_cmp,RF,0.62,625.13,26.17
BME,dust_uniform,simple_cmp,RF,0.54,641.85,196.55
CBF,dust_uniform,simple_cmp,RF,0.8588888888888889,648.62,1062.85
UMD,dust_uniform,simple_cmp,RF,0.6597222222222222,631.78,121.99
SyntheticControl,dust_uniform,simple_cmp,RF,0.56,628.32,28.98
ShapeletSim,dust_uniform,simple_cmp,RF,0.5222222222222223,662.44,534.05
Chinatown,dust_uniform,simple_cmp,RF,0.7871720116618076,606.3,89.48
ECG200,dust_normal,simple_cmp,RF,0.71,628.52,30.91
TwoLeadECG,dust_normal,simple_cmp,RF,0.6101843722563652,635.69,1235.78
ECGFiveDays,dust_normal,simple_cmp,RF,0.6027874564459931,662.2,1824.03
ItalyPowerDemand,dust_normal,simple_cmp,RF,0.7968901846452867,638.67,636.79
SonyAIBORobotSurface2,dust_normal,simple_cmp,RF,0.5823714585519413,630.56,797.04
SonyAIBORobotSurface1,dust_normal,simple_cmp,RF,0.47254575707154745,624.48,1002.59
Plane,dust_normal,simple_cmp,RF,0.6285714285714286,626.65,26.88
Trace,dust_normal,simple_cmp,RF,0.52,628.94,36.83
SmoothSubspace,dust_normal,simple_cmp,RF,0.5733333333333334,624.79,26.22
BME,dust_normal,simple_cmp,RF,0.47333333333333333,642.29,203.17
CBF,dust_normal,simple_cmp,RF,0.8255555555555556,647.98,1038.9
UMD,dust_normal,simple_cmp,RF,0.5972222222222222,646.46,161.24
SyntheticControl,dust_normal,simple_cmp,RF,0.46,617.09,16.65
ShapeletSim,dust_normal,simple_cmp,RF,0.5,659.27,508.33
Chinatown,dust_normal,simple_cmp,RF,0.8134110787172012,606.52,96.19
ECG200,ued,simple_cmp,RF,0.8,621.82,24.61
TwoLeadECG,ued,simple_cmp,RF,0.5961369622475856,637.09,1887.99
ECGFiveDays,ued,simple_cmp,RF,0.6306620209059234,693.53,2175.37
ItalyPowerDemand,ued,simple_cmp,RF,0.880466472303207,629.66,414.55
SonyAIBORobotSurface2,ued,simple_cmp,RF,0.7471143756558237,637.24,1531.88
SonyAIBORobotSurface1,ued,simple_cmp,RF,0.7470881863560732,616.29,350.61
Plane,ued,simple_cmp,RF,0.8476190476190476,626.7,34.1
Trace,ued,simple_cmp,RF,0.64,632.02,35.94
SmoothSubspace,ued,simple_cmp,RF,0.6,631.83,30.78
BME,ued,simple_cmp,RF,0.66,657.51,324.83
CBF,ued,simple_cmp,RF,0.8522222222222222,689.16,1874.71
UMD,ued,simple_cmp,RF,0.8611111111111112,650.37,217.9
SyntheticControl,ued,simple_cmp,RF,0.5533333333333333,632.22,29.89
ShapeletSim,ued,simple_cmp,RF,0.5277777777777778,657.34,625.36
Chinatown,ued,simple_cmp,RF,0.8338192419825073,611.02,170.38
ECG200,fots,simple_cmp,RF,0.71,7626.3,497.35
TwoLeadECG,fots,simple_cmp,RF,0.6698858647936786,7360.93,5450.92
ECGFiveDays,fots,simple_cmp,RF,0.7235772357723578,7421.52,12806.03
ItalyPowerDemand,fots,simple_cmp,RF,0.7026239067055393,7242.4,593.36
SonyAIBORobotSurface2,fots,simple_cmp,RF,0.6421825813221406,7312.24,5521.98
SonyAIBORobotSurface1,fots,simple_cmp,RF,0.5091514143094842,7243.8,952.75
Plane,fots,simple_cmp,RF,0.8571428571428571,7725.9,602.37
Trace,fots,simple_cmp,RF,0.51,7496.48,707.34
SmoothSubspace,fots,simple_cmp,RF,0.44,7368.86,159.28
BME,fots,simple_cmp,RF,0.4266666666666667,7965.09,3283.72
CBF,fots,simple_cmp,RF,0.7866666666666666,7634.64,12769.19
UMD,fots,simple_cmp,RF,0.4305555555555556,7457.21,1048.16
SyntheticControl,fots,simple_cmp,RF,0.5066666666666667,7537.48,322.1
ShapeletSim,fots,simple_cmp,RF,0.6055555555555555,7243.86,4266.14
Chinatown,fots,simple_cmp,RF,0.7084548104956269,7219.75,309.55
