dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,RF,0.72,624.11,30.15
TwoLeadECG,hellinger_based_distance,simple_cmp,RF,0.6084284460052678,639.86,1233.51
ECGFiveDays,hellinger_based_distance,simple_cmp,RF,0.5830429732868757,680.31,2230.81
ItalyPowerDemand,hellinger_based_distance,simple_cmp,RF,0.6559766763848397,632.71,496.21
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,RF,0.5540398740818469,629.62,680.9
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,RF,0.47254575707154745,628.14,708.08
Plane,hellinger_based_distance,simple_cmp,RF,0.6476190476190476,610.67,16.05
Trace,hellinger_based_distance,simple_cmp,RF,0.45,627.43,35.61
SmoothSubspace,hellinger_based_distance,simple_cmp,RF,0.4266666666666667,621.79,29.51
BME,hellinger_based_distance,simple_cmp,RF,0.5066666666666667,643.93,193.14
CBF,hellinger_based_distance,simple_cmp,RF,0.6622222222222223,664.03,1132.2
UMD,hellinger_based_distance,simple_cmp,RF,0.4652777777777778,648.27,180.14
SyntheticControl,hellinger_based_distance,simple_cmp,RF,0.42333333333333334,611.74,15.68
ShapeletSim,hellinger_based_distance,simple_cmp,RF,0.5055555555555555,674.67,564.07
Chinatown,hellinger_based_distance,simple_cmp,RF,0.7084548104956269,607.28,106.56
ECG200,jensen_shannon_distance,simple_cmp,RF,0.63,628.61,26.62
TwoLeadECG,jensen_shannon_distance,simple_cmp,RF,0.5759438103599649,652.21,1494.76
ECGFiveDays,jensen_shannon_distance,simple_cmp,RF,0.5807200929152149,684.73,2679.11
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,RF,0.67444120505345,638.57,504.27
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,RF,0.534102833158447,634.49,945.96
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,RF,0.45757071547420963,621.94,394.82
Plane,jensen_shannon_distance,simple_cmp,RF,0.47619047619047616,617.71,22.95
Trace,jensen_shannon_distance,simple_cmp,RF,0.45,620.91,36.55
SmoothSubspace,jensen_shannon_distance,simple_cmp,RF,0.44666666666666666,619.26,18.96
BME,jensen_shannon_distance,simple_cmp,RF,0.37333333333333335,672.46,287.91
CBF,jensen_shannon_distance,simple_cmp,RF,0.6788888888888889,655.95,1306.55
UMD,jensen_shannon_distance,simple_cmp,RF,0.3888888888888889,645.85,179.98
SyntheticControl,jensen_shannon_distance,simple_cmp,RF,0.24666666666666667,615.6,16.98
ShapeletSim,jensen_shannon_distance,simple_cmp,RF,0.4388888888888889,654.62,459.51
Chinatown,jensen_shannon_distance,simple_cmp,RF,0.6588921282798834,605.9,87.7
ECG200,ed,simple_cmp,RF,0.79,637.41,37.32
TwoLeadECG,ed,simple_cmp,RF,0.5443371378402108,645.18,1607.56
ECGFiveDays,ed,simple_cmp,RF,0.586527293844367,673.14,2350.28
ItalyPowerDemand,ed,simple_cmp,RF,0.7395529640427599,635.11,473.32
