dataset,distance,cmp,classifier,acc,train_duration,test_duration
SonyAIBORobotSurface2,ed,simple_cmp,RF,0.6190975865687304,630.04,827.92
SonyAIBORobotSurface1,ed,simple_cmp,RF,0.5740432612312812,620.93,439.5
Plane,ed,simple_cmp,RF,0.5142857142857142,633.31,35.93
Trace,ed,simple_cmp,RF,0.44,619.84,35.18
SmoothSubspace,ed,simple_cmp,RF,0.4533333333333333,616.99,14.91
BME,ed,simple_cmp,RF,0.54,641.06,226.0
CBF,ed,simple_cmp,RF,0.7255555555555555,656.67,1329.92
UMD,ed,simple_cmp,RF,0.5902777777777778,638.86,149.86
SyntheticControl,ed,simple_cmp,RF,0.44333333333333336,612.02,14.89
ShapeletSim,ed,simple_cmp,RF,0.4722222222222222,646.7,417.51
Chinatown,ed,simple_cmp,RF,0.7055393586005831,604.41,57.06
ECG200,dust_uniform,simple_cmp,RF,0.67,648.03,48.11
TwoLeadECG,dust_uniform,simple_cmp,RF,0.6014047410008779,635.39,1167.4
ECGFiveDays,dust_uniform,simple_cmp,RF,0.5888501742160279,662.92,2677.08
ItalyPowerDemand,dust_uniform,simple_cmp,RF,0.6841593780369291,632.15,487.48
SonyAIBORobotSurface2,dust_uniform,simple_cmp,RF,0.5991605456453305,638.8,931.71
SonyAIBORobotSurface1,dust_uniform,simple_cmp,RF,0.4908485856905158,623.45,619.02
Plane,dust_uniform,simple_cmp,RF,0.6190476190476191,623.03,23.06
Trace,dust_uniform,simple_cmp,RF,0.49,615.42,25.29
SmoothSubspace,dust_uniform,simple_cmp,RF,0.43333333333333335,622.52,21.57
BME,dust_uniform,simple_cmp,RF,0.4533333333333333,661.98,317.87
CBF,dust_uniform,simple_cmp,RF,0.76,647.04,1027.09
UMD,dust_uniform,simple_cmp,RF,0.4236111111111111,634.2,151.19
SyntheticControl,dust_uniform,simple_cmp,RF,0.4533333333333333,623.47,18.28
ShapeletSim,dust_uniform,simple_cmp,RF,0.45555555555555555,656.48,434.38
Chinatown,dust_uniform,simple_cmp,RF,0.7084548104956269,607.95,108.28
ECG200,dust_normal,simple_cmp,RF,0.66,649.01,53.4
TwoLeadECG,dust_normal,simple_cmp,RF,0.5908691834942933,635.42,1088.29
ECGFiveDays,dust_normal,simple_cmp,RF,0.6097560975609756,667.52,2250.13
ItalyPowerDemand,dust_normal,simple_cmp,RF,0.6579203109815355,635.48,442.86
SonyAIBORobotSurface2,dust_normal,simple_cmp,RF,0.55299055613851,642.38,883.82
SonyAIBORobotSurface1,dust_normal,simple_cmp,RF,0.49584026622296173,626.24,1031.18
Plane,dust_normal,simple_cmp,RF,0.5047619047619047,618.97,36.25
Trace,dust_normal,simple_cmp,RF,0.39,622.63,25.11
SmoothSubspace,dust_normal,simple_cmp,RF,0.38666666666666666,629.36,29.11
BME,dust_normal,simple_cmp,RF,0.4533333333333333,654.43,271.01
CBF,dust_normal,simple_cmp,RF,0.6922222222222222,645.29,917.81
UMD,dust_normal,simple_cmp,RF,0.5486111111111112,636.86,147.74
SyntheticControl,dust_normal,simple_cmp,RF,0.34,615.63,19.12
ShapeletSim,dust_normal,simple_cmp,RF,0.45555555555555555,660.92,651.44
Chinatown,dust_normal,simple_cmp,RF,0.7201166180758017,609.43,142.34
ECG200,ued,simple_cmp,RF,0.79,643.29,39.72
TwoLeadECG,ued,simple_cmp,RF,0.5381913959613697,655.13,3267.25
ECGFiveDays,ued,simple_cmp,RF,0.5180023228803716,701.15,2576.0
ItalyPowerDemand,ued,simple_cmp,RF,0.7308066083576288,633.24,677.61
SonyAIBORobotSurface2,ued,simple_cmp,RF,0.621196222455404,670.48,1679.15
SonyAIBORobotSurface1,ued,simple_cmp,RF,0.5707154742096506,620.42,656.57
Plane,ued,simple_cmp,RF,0.23809523809523808,673.62,67.56
Trace,ued,simple_cmp,RF,0.48,633.14,42.42
SmoothSubspace,ued,simple_cmp,RF,0.43333333333333335,615.33,20.64
BME,ued,simple_cmp,RF,0.49333333333333335,652.14,302.12
CBF,ued,simple_cmp,RF,0.6111111111111112,694.02,1972.94
UMD,ued,simple_cmp,RF,0.6944444444444444,642.51,218.71
SyntheticControl,ued,simple_cmp,RF,0.32,620.16,28.07
ShapeletSim,ued,simple_cmp,RF,0.4444444444444444,645.7,515.15
Chinatown,ued,simple_cmp,RF,0.685131195335277,608.32,106.72
ECG200,fots,simple_cmp,RF,0.72,7615.77,479.46
TwoLeadECG,fots,simple_cmp,RF,0.5785776997366111,7398.64,6094.07
ECGFiveDays,fots,simple_cmp,RF,0.5133565621370499,7521.94,14240.42
ItalyPowerDemand,fots,simple_cmp,RF,0.5451895043731778,7265.26,944.24
SonyAIBORobotSurface2,fots,simple_cmp,RF,0.5708289611752361,7305.53,4978.26
SonyAIBORobotSurface1,fots,simple_cmp,RF,0.4509151414309484,7291.38,1649.6
Plane,fots,simple_cmp,RF,0.4857142857142857,7772.76,677.06
Trace,fots,simple_cmp,RF,0.48,7764.82,1153.42
SmoothSubspace,fots,simple_cmp,RF,0.32666666666666666,7361.11,189.04
BME,fots,simple_cmp,RF,0.42,7812.22,2990.43
CBF,fots,simple_cmp,RF,0.39111111111111113,7701.79,13388.58
UMD,fots,simple_cmp,RF,0.3680555555555556,7527.97,1327.42
SyntheticControl,fots,simple_cmp,RF,0.25666666666666665,7295.15,117.29
ShapeletSim,fots,simple_cmp,RF,0.5277777777777778,7479.09,4755.29
Chinatown,fots,simple_cmp,RF,0.45481049562682213,7216.93,226.59
