dataset,distance,cmp,acc,train_duration,test_duration
SmoothSubspace,dust_uniform,simple_cmp,0.4066666666666667,621.57,17.6
BME,dust_uniform,simple_cmp,0.46,670.33,337.09
CBF,dust_uniform,simple_cmp,0.6977777777777778,651.93,1069.31
UMD,dust_uniform,simple_cmp,0.4027777777777778,633.41,134.52
SyntheticControl,dust_uniform,simple_cmp,0.4666666666666667,614.74,16.12
ShapeletSim,dust_uniform,simple_cmp,0.4722222222222222,652.7,385.15
Chinatown,dust_uniform,simple_cmp,0.6938775510204082,608.09,110.05
ECG200,dust_normal,simple_cmp,0.5,651.76,47.92
TwoLeadECG,dust_normal,simple_cmp,0.5873573309920983,637.48,967.75
ECGFiveDays,dust_normal,simple_cmp,0.5818815331010453,679.22,2024.36
ItalyPowerDemand,dust_normal,simple_cmp,0.6268221574344023,628.49,393.76
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.5718782791185729,629.79,851.7
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.4525790349417637,621.49,462.89
Plane,dust_normal,simple_cmp,0.3904761904761905,625.99,18.63
Trace,dust_normal,simple_cmp,0.48,641.52,38.23
SmoothSubspace,dust_normal,simple_cmp,0.44666666666666666,627.09,17.01
BME,dust_normal,simple_cmp,0.42,658.86,235.38
CBF,dust_normal,simple_cmp,0.6866666666666666,672.26,846.33
UMD,dust_normal,simple_cmp,0.4791666666666667,636.87,132.59
SyntheticControl,dust_normal,simple_cmp,0.4066666666666667,607.13,16.79
ShapeletSim,dust_normal,simple_cmp,0.4888888888888889,658.24,454.51
Chinatown,dust_normal,simple_cmp,0.6822157434402333,612.55,142.6
ECG200,ed,simple_cmp,0.72,639.61,35.93
TwoLeadECG,ed,simple_cmp,0.5153643546971027,655.07,1546.1
ECGFiveDays,ed,simple_cmp,0.5830429732868757,671.78,2013.73
ItalyPowerDemand,ed,simple_cmp,0.5539358600583091,646.53,504.71
SonyAIBORobotSurface2,ed,simple_cmp,0.6065057712486883,632.34,640.83
SonyAIBORobotSurface1,ed,simple_cmp,0.47587354409317806,629.28,423.62
Plane,ed,simple_cmp,0.37142857142857144,625.88,31.1
Trace,ed,simple_cmp,0.46,639.81,40.97
SmoothSubspace,ed,simple_cmp,0.34,612.17,17.48
BME,ed,simple_cmp,0.44,656.16,166.82
CBF,ed,simple_cmp,0.5733333333333334,659.45,1194.87
UMD,ed,simple_cmp,0.625,646.68,144.71
SyntheticControl,ed,simple_cmp,0.43,617.78,17.91
ShapeletSim,ed,simple_cmp,0.4444444444444444,661.69,368.31
Chinatown,ed,simple_cmp,0.6180758017492711,603.86,42.48
