dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.72,642.97,37.74
TwoLeadECG,ued,simple_cmp,0.5267778753292361,647.22,1657.99
ECGFiveDays,ued,simple_cmp,0.5934959349593496,691.21,2689.25
ItalyPowerDemand,ued,simple_cmp,0.5665694849368319,629.97,537.08
SonyAIBORobotSurface2,ued,simple_cmp,0.6138509968520461,643.21,904.8
SonyAIBORobotSurface1,ued,simple_cmp,0.47587354409317806,626.6,509.68
Plane,ued,simple_cmp,0.37142857142857144,632.0,36.17
Trace,ued,simple_cmp,0.46,627.18,29.83
SmoothSubspace,ued,simple_cmp,0.34,614.71,22.2
BME,ued,simple_cmp,0.4266666666666667,637.78,173.72
CBF,ued,simple_cmp,0.5422222222222223,662.82,1259.26
UMD,ued,simple_cmp,0.625,657.73,184.5
SyntheticControl,ued,simple_cmp,0.4033333333333333,613.77,15.92
ShapeletSim,ued,simple_cmp,0.45,645.88,442.52
Chinatown,ued,simple_cmp,0.6180758017492711,606.66,57.82
ECG200,ued,cdf_cmp,0.61,620.67,20.3
TwoLeadECG,ued,cdf_cmp,0.495171202809482,665.03,2607.55
ECGFiveDays,ued,cdf_cmp,0.5249709639953543,685.56,2491.58
ItalyPowerDemand,ued,cdf_cmp,0.5160349854227405,620.5,248.75
SonyAIBORobotSurface2,ued,cdf_cmp,0.527806925498426,653.22,1542.55
SonyAIBORobotSurface1,ued,cdf_cmp,0.47088186356073214,631.91,892.72
Plane,ued,cdf_cmp,0.2,637.01,42.17
Trace,ued,cdf_cmp,0.34,596.83,28.53
SmoothSubspace,ued,cdf_cmp,0.32,600.28,4.26
BME,ued,cdf_cmp,0.4066666666666667,642.33,183.23
CBF,ued,cdf_cmp,0.4711111111111111,660.02,1288.86
UMD,ued,cdf_cmp,0.5069444444444444,642.76,153.22
SyntheticControl,ued,cdf_cmp,0.26666666666666666,601.95,8.54
ShapeletSim,ued,cdf_cmp,0.48333333333333334,655.8,480.04
Chinatown,ued,cdf_cmp,0.6268221574344023,607.91,142.02
ECG200,ued,interval_cmp,0.74,640.29,35.87
TwoLeadECG,ued,interval_cmp,0.5100965759438104,658.2,1803.46
ECGFiveDays,ued,interval_cmp,0.5958188153310104,686.27,2380.59
ItalyPowerDemand,ued,interval_cmp,0.5539358600583091,647.79,453.71
SonyAIBORobotSurface2,ued,interval_cmp,0.621196222455404,647.72,1023.84
SonyAIBORobotSurface1,ued,interval_cmp,0.47587354409317806,622.81,542.54
Plane,ued,interval_cmp,0.37142857142857144,638.65,37.83
Trace,ued,interval_cmp,0.46,629.12,34.83
SmoothSubspace,ued,interval_cmp,0.3333333333333333,614.78,14.41
BME,ued,interval_cmp,0.47333333333333333,641.78,207.79
CBF,ued,interval_cmp,0.5222222222222223,670.8,1468.59
UMD,ued,interval_cmp,0.6666666666666666,656.6,210.37
SyntheticControl,ued,interval_cmp,0.4033333333333333,611.97,15.96
ShapeletSim,ued,interval_cmp,0.45555555555555555,657.92,555.3
Chinatown,ued,interval_cmp,0.6180758017492711,603.92,56.53
ECG200,dust_uniform,simple_cmp,0.67,648.6,45.24
TwoLeadECG,dust_uniform,simple_cmp,0.5794556628621598,650.85,1099.54
ECGFiveDays,dust_uniform,simple_cmp,0.5679442508710801,678.69,1801.25
ItalyPowerDemand,dust_uniform,simple_cmp,0.6375121477162293,637.77,476.2
SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.6421825813221406,642.96,885.64
SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.4509151414309484,637.78,622.02
Plane,dust_uniform,simple_cmp,0.47619047619047616,619.8,19.44
Trace,dust_uniform,simple_cmp,0.44,607.33,16.36
