dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.8,640.12,31.07
TwoLeadECG,ued,simple_cmp,0.5847234416154522,641.87,1418.07
ECGFiveDays,ued,simple_cmp,0.6666666666666666,673.26,2280.21
ItalyPowerDemand,ued,simple_cmp,0.847424684159378,631.18,383.69
SonyAIBORobotSurface2,ued,simple_cmp,0.7334732423924449,625.1,612.91
SonyAIBORobotSurface1,ued,simple_cmp,0.7587354409317804,620.72,448.3
Plane,ued,simple_cmp,0.8,614.2,14.85
Trace,ued,simple_cmp,0.72,645.89,42.13
SmoothSubspace,ued,simple_cmp,0.6133333333333333,614.42,15.24
BME,ued,simple_cmp,0.6266666666666667,652.27,245.05
CBF,ued,simple_cmp,0.8888888888888888,671.98,1341.33
UMD,ued,simple_cmp,0.8611111111111112,649.96,137.83
SyntheticControl,ued,simple_cmp,0.6566666666666666,631.86,25.4
ShapeletSim,ued,simple_cmp,0.6055555555555555,660.57,503.3
Chinatown,ued,simple_cmp,0.9037900874635568,605.55,58.47
ECG200,ued,cdf_cmp,0.75,618.9,27.0
TwoLeadECG,ued,cdf_cmp,0.5847234416154522,674.37,2068.7
ECGFiveDays,ued,cdf_cmp,0.5876887340301974,684.75,2138.77
ItalyPowerDemand,ued,cdf_cmp,0.8532555879494655,619.88,226.62
SonyAIBORobotSurface2,ued,cdf_cmp,0.7376705141657922,641.44,1020.48
SonyAIBORobotSurface1,ued,cdf_cmp,0.7670549084858569,623.1,655.79
Plane,ued,cdf_cmp,0.7238095238095238,629.26,30.79
Trace,ued,cdf_cmp,0.45,613.71,28.33
SmoothSubspace,ued,cdf_cmp,0.56,600.05,3.23
BME,ued,cdf_cmp,0.5133333333333333,637.21,213.48
CBF,ued,cdf_cmp,0.8011111111111111,653.33,1295.23
UMD,ued,cdf_cmp,0.7013888888888888,658.38,191.49
SyntheticControl,ued,cdf_cmp,0.3466666666666667,593.07,15.68
ShapeletSim,ued,cdf_cmp,0.5444444444444444,662.09,496.87
Chinatown,ued,cdf_cmp,0.8396501457725948,607.26,141.53
ECG200,ued,interval_cmp,0.78,617.91,24.23
TwoLeadECG,ued,interval_cmp,0.5847234416154522,650.89,1262.91
ECGFiveDays,ued,interval_cmp,0.6608594657375145,687.03,1821.04
ItalyPowerDemand,ued,interval_cmp,0.8522837706511176,636.2,352.89
SonyAIBORobotSurface2,ued,interval_cmp,0.7429171038824763,624.41,579.18
SonyAIBORobotSurface1,ued,interval_cmp,0.7637271214642263,622.68,334.69
Plane,ued,interval_cmp,0.8285714285714286,628.94,35.69
Trace,ued,interval_cmp,0.72,616.4,25.24
SmoothSubspace,ued,interval_cmp,0.62,624.47,23.88
BME,ued,interval_cmp,0.5866666666666667,648.72,169.23
CBF,ued,interval_cmp,0.8911111111111111,674.82,979.34
UMD,ued,interval_cmp,0.8611111111111112,638.12,123.78
SyntheticControl,ued,interval_cmp,0.64,619.63,19.14
ShapeletSim,ued,interval_cmp,0.6055555555555555,665.97,421.24
Chinatown,ued,interval_cmp,0.8979591836734694,603.81,49.4
