dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,RF,0.82,634.31,35.9
TwoLeadECG,hellinger_based_distance,simple_cmp,RF,0.6374012291483757,633.41,1119.45
ECGFiveDays,hellinger_based_distance,simple_cmp,RF,0.818815331010453,668.27,1956.65
ItalyPowerDemand,hellinger_based_distance,simple_cmp,RF,0.826044703595724,630.94,438.6
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,RF,0.7418677859391396,621.93,501.11
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,RF,0.6622296173044925,620.42,461.44
Plane,hellinger_based_distance,simple_cmp,RF,0.8761904761904762,624.44,23.71
Trace,hellinger_based_distance,simple_cmp,RF,0.68,645.21,44.09
SmoothSubspace,hellinger_based_distance,simple_cmp,RF,0.64,621.68,21.76
BME,hellinger_based_distance,simple_cmp,RF,0.7,646.23,224.85
CBF,hellinger_based_distance,simple_cmp,RF,0.88,646.7,1004.59
UMD,hellinger_based_distance,simple_cmp,RF,0.7291666666666666,643.75,173.48
SyntheticControl,hellinger_based_distance,simple_cmp,RF,0.63,616.64,18.25
ShapeletSim,hellinger_based_distance,simple_cmp,RF,0.5055555555555555,664.73,533.87
Chinatown,hellinger_based_distance,simple_cmp,RF,0.9008746355685131,605.63,71.82
ECG200,jensen_shannon_distance,simple_cmp,RF,0.75,634.82,37.03
TwoLeadECG,jensen_shannon_distance,simple_cmp,RF,0.5847234416154522,648.28,1675.21
ECGFiveDays,jensen_shannon_distance,simple_cmp,RF,0.586527293844367,678.4,2491.07
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,RF,0.7551020408163265,640.48,568.04
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,RF,0.6222455403987408,635.33,979.25
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,RF,0.6173044925124792,619.91,403.4
Plane,jensen_shannon_distance,simple_cmp,RF,0.26666666666666666,626.3,27.7
Trace,jensen_shannon_distance,simple_cmp,RF,0.62,640.18,46.99
SmoothSubspace,jensen_shannon_distance,simple_cmp,RF,0.5733333333333334,625.67,25.34
BME,jensen_shannon_distance,simple_cmp,RF,0.4666666666666667,656.97,278.45
CBF,jensen_shannon_distance,simple_cmp,RF,0.7533333333333333,649.87,1059.4
UMD,jensen_shannon_distance,simple_cmp,RF,0.375,670.21,263.21
SyntheticControl,jensen_shannon_distance,simple_cmp,RF,0.23666666666666666,611.41,16.35
ShapeletSim,jensen_shannon_distance,simple_cmp,RF,0.5444444444444444,660.26,506.7
Chinatown,jensen_shannon_distance,simple_cmp,RF,0.7959183673469388,606.79,95.57
ECG200,ed,simple_cmp,RF,0.82,618.03,21.55
TwoLeadECG,ed,simple_cmp,RF,0.6602282704126426,634.92,1159.27
ECGFiveDays,ed,simple_cmp,RF,0.7514518002322881,665.56,1926.59
ItalyPowerDemand,ed,simple_cmp,RF,0.8892128279883382,626.08,362.9
SonyAIBORobotSurface2,ed,simple_cmp,RF,0.7911857292759706,625.22,653.21
SonyAIBORobotSurface1,ed,simple_cmp,RF,0.8136439267886856,618.04,377.37
Plane,ed,simple_cmp,RF,0.9428571428571428,625.11,27.84
Trace,ed,simple_cmp,RF,0.74,639.83,36.32
SmoothSubspace,ed,simple_cmp,RF,0.6733333333333333,619.59,19.7
BME,ed,simple_cmp,RF,0.7133333333333334,644.38,214.12
CBF,ed,simple_cmp,RF,0.9144444444444444,646.9,1042.24
UMD,ed,simple_cmp,RF,0.8888888888888888,651.53,210.58
SyntheticControl,ed,simple_cmp,RF,0.7633333333333333,625.08,21.29
ShapeletSim,ed,simple_cmp,RF,0.5555555555555556,669.42,544.28
Chinatown,ed,simple_cmp,RF,0.8892128279883382,604.81,55.85
ECG200,dust_uniform,simple_cmp,RF,0.76,630.06,29.16
TwoLeadECG,dust_uniform,simple_cmp,RF,0.6681299385425812,631.99,1076.74
ECGFiveDays,dust_uniform,simple_cmp,RF,0.6387921022067363,668.62,2901.71
ItalyPowerDemand,dust_uniform,simple_cmp,RF,0.8600583090379009,633.32,466.01
SonyAIBORobotSurface2,dust_uniform,simple_cmp,RF,0.657922350472193,629.08,748.77
SonyAIBORobotSurface1,dust_uniform,simple_cmp,RF,0.5823627287853578,620.08,418.36
Plane,dust_uniform,simple_cmp,RF,0.7047619047619048,624.68,21.32
Trace,dust_uniform,simple_cmp,RF,0.61,627.57,27.36
SmoothSubspace,dust_uniform,simple_cmp,RF,0.6133333333333333,626.63,31.96
BME,dust_uniform,simple_cmp,RF,0.6266666666666667,643.17,218.87
CBF,dust_uniform,simple_cmp,RF,0.8866666666666667,646.79,951.85
UMD,dust_uniform,simple_cmp,RF,0.6944444444444444,624.09,93.51
SyntheticControl,dust_uniform,simple_cmp,RF,0.5766666666666667,619.54,23.77
ShapeletSim,dust_uniform,simple_cmp,RF,0.5111111111111111,673.14,610.94
Chinatown,dust_uniform,simple_cmp,RF,0.8046647230320699,607.5,102.97
ECG200,dust_normal,simple_cmp,RF,0.75,624.62,26.3
TwoLeadECG,dust_normal,simple_cmp,RF,0.646180860403863,632.51,1047.04
ECGFiveDays,dust_normal,simple_cmp,RF,0.627177700348432,667.27,2263.77
ItalyPowerDemand,dust_normal,simple_cmp,RF,0.8347910592808552,644.09,603.65
SonyAIBORobotSurface2,dust_normal,simple_cmp,RF,0.602308499475341,627.63,712.8
SonyAIBORobotSurface1,dust_normal,simple_cmp,RF,0.5091514143094842,620.82,624.96
Plane,dust_normal,simple_cmp,RF,0.7047619047619048,622.36,24.23
Trace,dust_normal,simple_cmp,RF,0.57,623.92,27.05
SmoothSubspace,dust_normal,simple_cmp,RF,0.6,624.15,22.94
BME,dust_normal,simple_cmp,RF,0.6266666666666667,646.43,215.7
CBF,dust_normal,simple_cmp,RF,0.8455555555555555,649.88,1089.26
UMD,dust_normal,simple_cmp,RF,0.7013888888888888,635.27,151.23
SyntheticControl,dust_normal,simple_cmp,RF,0.48333333333333334,622.52,24.81
ShapeletSim,dust_normal,simple_cmp,RF,0.5111111111111111,650.29,509.51
Chinatown,dust_normal,simple_cmp,RF,0.7871720116618076,607.69,110.73
ECG200,ued,simple_cmp,RF,0.78,625.02,23.24
TwoLeadECG,ued,simple_cmp,RF,0.6251097453906936,638.14,2326.46
ECGFiveDays,ued,simple_cmp,RF,0.6922183507549361,683.46,1839.24
ItalyPowerDemand,ued,simple_cmp,RF,0.8950437317784257,627.41,453.63
SonyAIBORobotSurface2,ued,simple_cmp,RF,0.7796432318992654,645.06,1621.3
SonyAIBORobotSurface1,ued,simple_cmp,RF,0.757071547420965,623.5,743.37
Plane,ued,simple_cmp,RF,0.819047619047619,624.21,32.47
Trace,ued,simple_cmp,RF,0.72,623.58,59.14
SmoothSubspace,ued,simple_cmp,RF,0.6666666666666666,618.53,22.09
BME,ued,simple_cmp,RF,0.5933333333333334,654.36,346.35
CBF,ued,simple_cmp,RF,0.9022222222222223,678.85,1500.25
UMD,ued,simple_cmp,RF,0.9027777777777778,664.9,310.28
SyntheticControl,ued,simple_cmp,RF,0.5966666666666667,638.78,41.51
ShapeletSim,ued,simple_cmp,RF,0.5555555555555556,692.69,1173.47
Chinatown,ued,simple_cmp,RF,0.8658892128279884,612.82,161.62
ECG200,fots,simple_cmp,RF,0.83,7521.12,412.02
TwoLeadECG,fots,simple_cmp,RF,0.6733977172958736,7347.73,5248.48
ECGFiveDays,fots,simple_cmp,RF,0.8153310104529616,7484.61,12291.3
ItalyPowerDemand,fots,simple_cmp,RF,0.760932944606414,7254.56,731.37
SonyAIBORobotSurface2,fots,simple_cmp,RF,0.7187827911857293,7314.66,4850.83
SonyAIBORobotSurface1,fots,simple_cmp,RF,0.5840266222961731,7282.73,1170.12
Plane,fots,simple_cmp,RF,0.8380952380952381,7578.01,446.12
Trace,fots,simple_cmp,RF,0.6,7548.53,713.4
SmoothSubspace,fots,simple_cmp,RF,0.41333333333333333,7352.74,164.99
BME,fots,simple_cmp,RF,0.48,7888.19,2841.67
CBF,fots,simple_cmp,RF,0.8066666666666666,7585.38,12442.59
UMD,fots,simple_cmp,RF,0.4722222222222222,7476.44,1127.8
SyntheticControl,fots,simple_cmp,RF,0.5466666666666666,7572.69,377.59
ShapeletSim,fots,simple_cmp,RF,0.6555555555555556,7345.13,3962.86
Chinatown,fots,simple_cmp,RF,0.7113702623906706,7221.03,305.73
