dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.79,630.93,22.01
TwoLeadECG,ued,simple_cmp,0.7831431079894644,639.52,1165.02
ECGFiveDays,ued,simple_cmp,0.943089430894309,654.21,1664.62
ItalyPowerDemand,ued,simple_cmp,0.9378036929057337,633.01,380.26
SonyAIBORobotSurface2,ued,simple_cmp,0.8205666316894019,628.73,611.33
SonyAIBORobotSurface1,ued,simple_cmp,0.9234608985024958,627.17,426.61
Plane,ued,simple_cmp,0.9333333333333333,637.91,45.76
Trace,ued,simple_cmp,0.71,635.61,30.34
SmoothSubspace,ued,simple_cmp,0.8266666666666667,619.79,22.53
BME,ued,simple_cmp,0.7333333333333333,656.12,257.88
CBF,ued,simple_cmp,0.9566666666666667,667.53,1307.33
UMD,ued,simple_cmp,0.9236111111111112,653.73,149.36
SyntheticControl,ued,simple_cmp,0.9033333333333333,626.28,21.93
ShapeletSim,ued,simple_cmp,0.9555555555555556,672.81,491.81
Chinatown,ued,simple_cmp,0.9766763848396501,605.65,59.46
ECG200,ued,cdf_cmp,0.78,617.54,23.2
TwoLeadECG,ued,cdf_cmp,0.8191395961369623,656.52,1703.72
ECGFiveDays,ued,cdf_cmp,0.7375145180023229,680.47,1470.77
ItalyPowerDemand,ued,cdf_cmp,0.9203109815354713,620.01,180.02
SonyAIBORobotSurface2,ued,cdf_cmp,0.7911857292759706,629.83,948.45
SonyAIBORobotSurface1,ued,cdf_cmp,0.908485856905158,631.14,733.48
Plane,ued,cdf_cmp,0.9333333333333333,643.29,47.52
Trace,ued,cdf_cmp,0.87,651.25,53.69
SmoothSubspace,ued,cdf_cmp,0.6266666666666667,594.86,3.25
BME,ued,cdf_cmp,0.6266666666666667,661.69,291.72
CBF,ued,cdf_cmp,0.9188888888888889,656.95,1121.56
UMD,ued,cdf_cmp,0.7430555555555556,639.46,173.54
SyntheticControl,ued,cdf_cmp,0.29,590.29,10.71
ShapeletSim,ued,cdf_cmp,0.9111111111111111,645.78,409.25
Chinatown,ued,cdf_cmp,0.9737609329446064,605.04,83.49
ECG200,ued,interval_cmp,0.81,614.53,24.13
TwoLeadECG,ued,interval_cmp,0.8050921861281826,647.86,1106.01
ECGFiveDays,ued,interval_cmp,0.9454123112659698,664.37,1517.32
ItalyPowerDemand,ued,interval_cmp,0.9416909620991254,636.84,354.93
SonyAIBORobotSurface2,ued,interval_cmp,0.8100734522560336,623.72,535.06
SonyAIBORobotSurface1,ued,interval_cmp,0.9234608985024958,617.91,394.98
Plane,ued,interval_cmp,0.9333333333333333,639.23,40.34
Trace,ued,interval_cmp,0.71,616.64,27.62
SmoothSubspace,ued,interval_cmp,0.8333333333333334,617.4,17.61
BME,ued,interval_cmp,0.7333333333333333,641.13,191.78
CBF,ued,interval_cmp,0.9544444444444444,660.12,975.22
UMD,ued,interval_cmp,0.9513888888888888,640.83,145.61
SyntheticControl,ued,interval_cmp,0.9133333333333333,621.51,23.43
ShapeletSim,ued,interval_cmp,0.95,649.09,408.94
Chinatown,ued,interval_cmp,0.9795918367346939,604.97,40.51
