dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,GNB,0.73,631.21,33.04
TwoLeadECG,hellinger_based_distance,simple_cmp,GNB,0.6233538191395961,635.89,1189.88
ECGFiveDays,hellinger_based_distance,simple_cmp,GNB,0.6492450638792102,693.6,2589.51
ItalyPowerDemand,hellinger_based_distance,simple_cmp,GNB,0.7308066083576288,637.43,537.01
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,GNB,0.5372507869884575,630.18,756.72
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,GNB,0.5490848585690515,625.27,565.73
Plane,hellinger_based_distance,simple_cmp,GNB,0.7523809523809524,620.31,20.68
Trace,hellinger_based_distance,simple_cmp,GNB,0.4,622.22,26.47
SmoothSubspace,hellinger_based_distance,simple_cmp,GNB,0.5333333333333333,622.95,23.64
BME,hellinger_based_distance,simple_cmp,GNB,0.5733333333333334,641.34,198.26
CBF,hellinger_based_distance,simple_cmp,GNB,0.7444444444444445,652.15,1137.19
UMD,hellinger_based_distance,simple_cmp,GNB,0.5486111111111112,625.34,97.37
SyntheticControl,hellinger_based_distance,simple_cmp,GNB,0.4866666666666667,618.15,17.97
ShapeletSim,hellinger_based_distance,simple_cmp,GNB,0.5222222222222223,675.06,599.12
Chinatown,hellinger_based_distance,simple_cmp,GNB,0.8192419825072886,605.12,68.98
ECG200,jensen_shannon_distance,simple_cmp,GNB,0.61,644.31,44.25
TwoLeadECG,jensen_shannon_distance,simple_cmp,GNB,0.57243195785777,638.3,1265.6
ECGFiveDays,jensen_shannon_distance,simple_cmp,GNB,0.5958188153310104,672.53,2036.4
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,GNB,0.6783284742468416,638.78,547.83
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,GNB,0.5624344176285414,633.66,942.97
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,GNB,0.4492512479201331,623.28,539.78
Plane,jensen_shannon_distance,simple_cmp,GNB,0.23809523809523808,624.14,28.11
Trace,jensen_shannon_distance,simple_cmp,GNB,0.52,633.72,34.16
SmoothSubspace,jensen_shannon_distance,simple_cmp,GNB,0.4666666666666667,627.31,27.97
BME,jensen_shannon_distance,simple_cmp,GNB,0.38666666666666666,645.4,221.88
CBF,jensen_shannon_distance,simple_cmp,GNB,0.7633333333333333,653.9,1168.78
UMD,jensen_shannon_distance,simple_cmp,GNB,0.3333333333333333,654.93,213.45
SyntheticControl,jensen_shannon_distance,simple_cmp,GNB,0.31666666666666665,619.66,21.14
ShapeletSim,jensen_shannon_distance,simple_cmp,GNB,0.5055555555555555,649.57,382.42
Chinatown,jensen_shannon_distance,simple_cmp,GNB,0.8250728862973761,606.15,88.67
