dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.76,630.49,22.84
TwoLeadECG,ued,simple_cmp,0.543459174714662,644.39,1463.99
ECGFiveDays,ued,simple_cmp,0.59465737514518,688.84,2349.35
ItalyPowerDemand,ued,simple_cmp,0.7949465500485908,631.23,384.66
SonyAIBORobotSurface2,ued,simple_cmp,0.7051416579223505,634.14,654.56
SonyAIBORobotSurface1,ued,simple_cmp,0.7271214642262895,628.58,377.46
Plane,ued,simple_cmp,0.780952380952381,612.32,19.91
Trace,ued,simple_cmp,0.66,621.57,44.5
SmoothSubspace,ued,simple_cmp,0.5066666666666667,615.11,20.91
BME,ued,simple_cmp,0.49333333333333335,650.39,218.6
CBF,ued,simple_cmp,0.76,665.41,1259.98
UMD,ued,simple_cmp,0.7152777777777778,635.96,162.67
SyntheticControl,ued,simple_cmp,0.6333333333333333,618.84,25.24
ShapeletSim,ued,simple_cmp,0.5555555555555556,670.44,568.45
Chinatown,ued,simple_cmp,0.8600583090379009,604.53,70.12
ECG200,ued,cdf_cmp,0.78,623.87,23.69
TwoLeadECG,ued,cdf_cmp,0.5680421422300264,658.33,2786.53
ECGFiveDays,ued,cdf_cmp,0.5667828106852497,674.39,2153.81
ItalyPowerDemand,ued,cdf_cmp,0.8357628765792031,620.63,267.95
SonyAIBORobotSurface2,ued,cdf_cmp,0.7240293809024134,633.52,962.51
SonyAIBORobotSurface1,ued,cdf_cmp,0.7237936772046589,622.02,576.2
Plane,ued,cdf_cmp,0.6571428571428571,623.06,23.36
Trace,ued,cdf_cmp,0.51,630.66,48.39
SmoothSubspace,ued,cdf_cmp,0.4533333333333333,600.79,5.31
BME,ued,cdf_cmp,0.47333333333333333,641.48,216.22
CBF,ued,cdf_cmp,0.6277777777777778,682.95,1329.72
UMD,ued,cdf_cmp,0.6666666666666666,648.07,216.11
SyntheticControl,ued,cdf_cmp,0.22666666666666666,605.29,9.23
ShapeletSim,ued,cdf_cmp,0.5222222222222223,656.16,446.89
Chinatown,ued,cdf_cmp,0.7434402332361516,608.13,151.92
ECG200,ued,interval_cmp,0.77,627.06,24.65
TwoLeadECG,ued,interval_cmp,0.5452151009657594,647.85,1490.45
ECGFiveDays,ued,interval_cmp,0.6213704994192799,681.5,2139.0
ItalyPowerDemand,ued,interval_cmp,0.793974732750243,632.38,424.37
SonyAIBORobotSurface2,ued,interval_cmp,0.70199370409234,637.65,815.23
SonyAIBORobotSurface1,ued,interval_cmp,0.7304492512479202,624.34,402.79
Plane,ued,interval_cmp,0.819047619047619,624.44,23.03
Trace,ued,interval_cmp,0.66,636.15,26.27
SmoothSubspace,ued,interval_cmp,0.5066666666666667,619.68,15.25
BME,ued,interval_cmp,0.5266666666666666,647.74,190.45
CBF,ued,interval_cmp,0.7322222222222222,678.68,1299.44
UMD,ued,interval_cmp,0.75,643.32,139.55
SyntheticControl,ued,interval_cmp,0.6133333333333333,618.11,21.36
ShapeletSim,ued,interval_cmp,0.5555555555555556,665.89,561.92
Chinatown,ued,interval_cmp,0.8571428571428571,604.22,53.08
ECG200,dust_uniform,simple_cmp,0.75,618.09,20.65
TwoLeadECG,dust_uniform,simple_cmp,0.6005267778753293,635.16,997.94
ECGFiveDays,dust_uniform,simple_cmp,0.6074332171893148,666.48,1681.51
ItalyPowerDemand,dust_uniform,simple_cmp,0.6997084548104956,638.97,457.21
SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.695697796432319,630.78,806.27
SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.5307820299500832,625.61,571.0
Plane,dust_uniform,simple_cmp,0.6190476190476191,625.63,22.52
Trace,dust_uniform,simple_cmp,0.47,632.03,31.22
SmoothSubspace,dust_uniform,simple_cmp,0.5533333333333333,623.44,22.69
BME,dust_uniform,simple_cmp,0.49333333333333335,644.01,210.39
CBF,dust_uniform,simple_cmp,0.85,649.81,1002.56
UMD,dust_uniform,simple_cmp,0.5763888888888888,638.98,123.39
SyntheticControl,dust_uniform,simple_cmp,0.58,623.05,28.5
ShapeletSim,dust_uniform,simple_cmp,0.45555555555555555,683.95,532.92
Chinatown,dust_uniform,simple_cmp,0.7580174927113703,605.58,90.84
ECG200,dust_normal,simple_cmp,0.73,635.29,28.66
TwoLeadECG,dust_normal,simple_cmp,0.6128182616330115,640.74,1197.55
ECGFiveDays,dust_normal,simple_cmp,0.59465737514518,678.43,1855.54
ItalyPowerDemand,dust_normal,simple_cmp,0.7035957240038873,632.52,409.39
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.6117523609653726,627.2,752.65
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.43261231281198004,629.41,633.01
Plane,dust_normal,simple_cmp,0.6,621.82,29.64
Trace,dust_normal,simple_cmp,0.56,616.11,25.44
SmoothSubspace,dust_normal,simple_cmp,0.5133333333333333,626.46,21.45
BME,dust_normal,simple_cmp,0.52,648.43,196.03
CBF,dust_normal,simple_cmp,0.8266666666666667,656.97,990.44
UMD,dust_normal,simple_cmp,0.5208333333333334,616.67,66.09
SyntheticControl,dust_normal,simple_cmp,0.5,617.35,21.47
ShapeletSim,dust_normal,simple_cmp,0.4777777777777778,674.4,566.81
Chinatown,dust_normal,simple_cmp,0.7521865889212828,608.87,106.54
ECG200,ed,simple_cmp,0.77,627.72,23.98
TwoLeadECG,ed,simple_cmp,0.5417032484635645,647.96,1289.31
ECGFiveDays,ed,simple_cmp,0.6260162601626016,662.45,1713.65
ItalyPowerDemand,ed,simple_cmp,0.7900874635568513,632.28,424.73
SonyAIBORobotSurface2,ed,simple_cmp,0.7051416579223505,629.09,539.22
SonyAIBORobotSurface1,ed,simple_cmp,0.7271214642262895,617.47,333.32
Plane,ed,simple_cmp,0.819047619047619,622.29,20.1
Trace,ed,simple_cmp,0.66,624.44,24.26
SmoothSubspace,ed,simple_cmp,0.5133333333333333,615.83,15.84
BME,ed,simple_cmp,0.5133333333333333,647.32,252.88
CBF,ed,simple_cmp,0.7511111111111111,655.32,1115.36
UMD,ed,simple_cmp,0.7430555555555556,642.25,126.16
SyntheticControl,ed,simple_cmp,0.69,625.19,20.62
ShapeletSim,ed,simple_cmp,0.5444444444444444,647.05,379.59
Chinatown,ed,simple_cmp,0.8629737609329446,604.6,55.17
