dataset,distance,cmp,classifier,acc,train_duration,test_duration
CBF,dust_normal,simple_cmp,RF,0.9266666666666666,645.51,926.89
UMD,dust_normal,simple_cmp,RF,0.6597222222222222,651.2,243.72
SyntheticControl,dust_normal,simple_cmp,RF,0.69,615.66,18.64
ShapeletSim,dust_normal,simple_cmp,RF,0.7333333333333333,667.14,665.62
Chinatown,dust_normal,simple_cmp,RF,0.9591836734693877,606.85,102.68
ECG200,ued,simple_cmp,RF,0.8,630.43,31.56
TwoLeadECG,ued,simple_cmp,RF,0.9868305531167691,633.28,1236.69
ECGFiveDays,ued,simple_cmp,RF,0.9767711962833914,668.74,1633.01
ItalyPowerDemand,ued,simple_cmp,RF,0.9543245869776482,628.75,478.92
SonyAIBORobotSurface2,ued,simple_cmp,RF,0.8562434417628542,659.28,1647.01
SonyAIBORobotSurface1,ued,simple_cmp,RF,0.9434276206322796,620.99,698.0
Plane,ued,simple_cmp,RF,0.9904761904761905,640.68,50.02
Trace,ued,simple_cmp,RF,0.91,622.86,40.6
SmoothSubspace,ued,simple_cmp,RF,0.8933333333333333,641.42,33.94
BME,ued,simple_cmp,RF,0.8133333333333334,647.61,296.44
CBF,ued,simple_cmp,RF,0.9755555555555555,682.44,1235.64
UMD,ued,simple_cmp,RF,0.9861111111111112,667.15,269.08
SyntheticControl,ued,simple_cmp,RF,0.68,629.26,31.25
ShapeletSim,ued,simple_cmp,RF,0.9944444444444445,652.21,610.89
Chinatown,ued,simple_cmp,RF,0.9737609329446064,609.98,113.36
ECG200,fots,simple_cmp,RF,0.84,7560.1,412.68
TwoLeadECG,fots,simple_cmp,RF,0.974539069359087,7363.3,5193.57
ECGFiveDays,fots,simple_cmp,RF,0.9976771196283392,7450.84,11015.03
ItalyPowerDemand,fots,simple_cmp,RF,0.9251700680272109,7225.57,340.29
SonyAIBORobotSurface2,fots,simple_cmp,RF,0.8730325288562435,7303.89,5192.94
SonyAIBORobotSurface1,fots,simple_cmp,RF,0.7537437603993344,7277.34,1246.55
Plane,fots,simple_cmp,RF,1.0,7701.19,621.21
Trace,fots,simple_cmp,RF,0.94,7595.17,538.36
SmoothSubspace,fots,simple_cmp,RF,0.68,7481.7,297.46
BME,fots,simple_cmp,RF,0.8333333333333334,7912.44,2812.36
CBF,fots,simple_cmp,RF,0.95,7588.58,12669.69
UMD,fots,simple_cmp,RF,0.7291666666666666,7498.9,1253.59
SyntheticControl,fots,simple_cmp,RF,0.6433333333333333,7665.71,470.95
ShapeletSim,fots,simple_cmp,RF,0.6555555555555556,7603.22,4612.77
Chinatown,fots,simple_cmp,RF,0.9416909620991254,7214.64,173.42
