dataset,distance,cmp,acc,train_duration,test_duration
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.670514165792235,633.02,661.98
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.4858569051580699,620.64,426.19
Plane,dust_normal,simple_cmp,0.7047619047619048,629.53,27.1
Trace,dust_normal,simple_cmp,0.63,619.92,37.48
SmoothSubspace,dust_normal,simple_cmp,0.6,626.31,33.17
BME,dust_normal,simple_cmp,0.5866666666666667,643.76,181.33
CBF,dust_normal,simple_cmp,0.8777777777777778,653.23,1020.31
UMD,dust_normal,simple_cmp,0.5486111111111112,632.15,119.15
SyntheticControl,dust_normal,simple_cmp,0.53,617.45,18.21
ShapeletSim,dust_normal,simple_cmp,0.49444444444444446,662.0,469.68
Chinatown,dust_normal,simple_cmp,0.8513119533527697,608.41,113.38
ECG200,ed,simple_cmp,0.78,624.25,23.03
TwoLeadECG,ed,simple_cmp,0.5952589991220368,650.76,1249.67
ECGFiveDays,ed,simple_cmp,0.6806039488966318,664.03,1706.12
ItalyPowerDemand,ed,simple_cmp,0.8853255587949466,631.8,393.19
SonyAIBORobotSurface2,ed,simple_cmp,0.7775445960125918,633.53,552.96
SonyAIBORobotSurface1,ed,simple_cmp,0.8119800332778702,625.82,383.49
Plane,ed,simple_cmp,0.9428571428571428,625.85,27.27
Trace,ed,simple_cmp,0.82,617.51,31.39
SmoothSubspace,ed,simple_cmp,0.5533333333333333,619.93,19.78
BME,ed,simple_cmp,0.7066666666666667,644.27,237.0
CBF,ed,simple_cmp,0.82,648.83,1044.58
UMD,ed,simple_cmp,0.8472222222222222,652.44,178.3
SyntheticControl,ed,simple_cmp,0.78,618.91,20.92
ShapeletSim,ed,simple_cmp,0.55,642.17,381.01
Chinatown,ed,simple_cmp,0.9037900874635568,604.59,56.01
