dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.78,621.43,24.24
TwoLeadECG,ued,simple_cmp,0.5013169446883231,647.26,1585.85
ECGFiveDays,ued,simple_cmp,0.6236933797909407,692.29,2336.88
ItalyPowerDemand,ued,simple_cmp,0.7376093294460642,635.67,479.69
SonyAIBORobotSurface2,ued,simple_cmp,0.6253934942287513,630.45,689.48
SonyAIBORobotSurface1,ued,simple_cmp,0.6156405990016639,621.84,512.03
Plane,ued,simple_cmp,0.6285714285714286,619.44,29.22
Trace,ued,simple_cmp,0.46,618.46,30.26
SmoothSubspace,ued,simple_cmp,0.5,621.29,27.21
BME,ued,simple_cmp,0.5533333333333333,654.31,271.44
CBF,ued,simple_cmp,0.6977777777777778,653.28,1069.21
UMD,ued,simple_cmp,0.6180555555555556,660.43,187.7
SyntheticControl,ued,simple_cmp,0.5533333333333333,620.68,16.6
ShapeletSim,ued,simple_cmp,0.5055555555555555,662.37,541.79
Chinatown,ued,simple_cmp,0.7842565597667639,605.92,61.55
ECG200,ued,cdf_cmp,0.72,619.32,18.7
TwoLeadECG,ued,cdf_cmp,0.5171202809482002,667.4,2658.34
ECGFiveDays,ued,cdf_cmp,0.5563298490127758,670.99,2096.99
ItalyPowerDemand,ued,cdf_cmp,0.6112730806608357,614.81,237.55
SonyAIBORobotSurface2,ued,cdf_cmp,0.6096537250786989,647.0,1297.29
SonyAIBORobotSurface1,ued,cdf_cmp,0.5474209650582362,633.49,827.37
Plane,ued,cdf_cmp,0.4666666666666667,599.25,13.6
Trace,ued,cdf_cmp,0.38,616.51,42.1
SmoothSubspace,ued,cdf_cmp,0.49333333333333335,597.18,4.51
BME,ued,cdf_cmp,0.5666666666666667,637.59,172.17
CBF,ued,cdf_cmp,0.6344444444444445,649.66,1173.32
UMD,ued,cdf_cmp,0.6319444444444444,660.52,231.32
SyntheticControl,ued,cdf_cmp,,,
ShapeletSim,ued,cdf_cmp,0.5277777777777778,667.33,615.93
Chinatown,ued,cdf_cmp,0.685131195335277,609.88,150.13
ECG200,ued,interval_cmp,0.78,625.92,24.97
TwoLeadECG,ued,interval_cmp,0.52414398595259,650.76,1803.63
ECGFiveDays,ued,interval_cmp,0.6027874564459931,681.7,2432.99
ItalyPowerDemand,ued,interval_cmp,0.7317784256559767,640.05,536.53
SonyAIBORobotSurface2,ued,interval_cmp,0.6432318992654774,623.87,658.24
SonyAIBORobotSurface1,ued,interval_cmp,0.6173044925124792,623.28,500.48
Plane,ued,interval_cmp,0.6190476190476191,615.93,19.41
Trace,ued,interval_cmp,0.46,612.9,27.69
SmoothSubspace,ued,interval_cmp,0.52,621.21,16.41
BME,ued,interval_cmp,0.5266666666666666,651.07,210.05
CBF,ued,interval_cmp,0.6677777777777778,659.42,1190.11
UMD,ued,interval_cmp,0.5833333333333334,657.71,211.8
SyntheticControl,ued,interval_cmp,0.5533333333333333,633.06,29.85
ShapeletSim,ued,interval_cmp,0.5,669.87,518.28
Chinatown,ued,interval_cmp,0.7842565597667639,604.35,61.99
ECG200,dust_uniform,simple_cmp,0.72,647.46,33.25
TwoLeadECG,dust_uniform,simple_cmp,0.6242317822651449,649.9,1160.23
ECGFiveDays,dust_uniform,simple_cmp,0.5853658536585366,685.85,1897.14
ItalyPowerDemand,dust_uniform,simple_cmp,0.7356656948493683,634.62,440.07
SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.6631689401888772,640.48,886.09
SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.46089850249584025,626.89,502.36
Plane,dust_uniform,simple_cmp,0.5333333333333333,620.65,16.62
Trace,dust_uniform,simple_cmp,0.44,637.74,26.12
SmoothSubspace,dust_uniform,simple_cmp,0.5266666666666666,622.02,25.35
BME,dust_uniform,simple_cmp,0.49333333333333335,650.83,244.47
CBF,dust_uniform,simple_cmp,0.8,653.65,954.37
UMD,dust_uniform,simple_cmp,0.4722222222222222,635.71,147.15
SyntheticControl,dust_uniform,simple_cmp,0.45666666666666667,627.21,23.65
ShapeletSim,dust_uniform,simple_cmp,0.4722222222222222,666.08,436.21
Chinatown,dust_uniform,simple_cmp,0.7551020408163265,608.08,111.83
ECG200,dust_normal,simple_cmp,0.72,641.32,37.81
TwoLeadECG,dust_normal,simple_cmp,0.5856014047410009,644.98,1004.97
ECGFiveDays,dust_normal,simple_cmp,0.6190476190476191,661.14,1957.24
ItalyPowerDemand,dust_normal,simple_cmp,0.7016520894071915,632.94,441.9
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.6264428121720882,628.28,768.67
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.43926788685524126,622.71,414.69
Plane,dust_normal,simple_cmp,0.5619047619047619,625.13,31.89
Trace,dust_normal,simple_cmp,0.48,624.28,31.06
