dataset,distance,cmp,acc,train_duration,test_duration
SmoothSubspace,dust_normal,simple_cmp,0.44,624.37,21.86
BME,dust_normal,simple_cmp,0.49333333333333335,658.71,232.14
CBF,dust_normal,simple_cmp,0.7877777777777778,655.06,783.78
UMD,dust_normal,simple_cmp,0.4791666666666667,630.79,130.87
SyntheticControl,dust_normal,simple_cmp,0.45666666666666667,618.98,22.92
ShapeletSim,dust_normal,simple_cmp,0.4888888888888889,657.6,495.73
Chinatown,dust_normal,simple_cmp,0.6909620991253644,611.28,164.51
ECG200,ed,simple_cmp,0.73,641.85,31.67
TwoLeadECG,ed,simple_cmp,0.5013169446883231,642.57,1522.71
ECGFiveDays,ed,simple_cmp,0.6225319396051103,670.46,2000.01
ItalyPowerDemand,ed,simple_cmp,0.7366375121477162,634.14,468.38
SonyAIBORobotSurface2,ed,simple_cmp,0.6306400839454355,624.12,513.89
SonyAIBORobotSurface1,ed,simple_cmp,0.5990016638935108,624.27,460.96
Plane,ed,simple_cmp,0.6952380952380952,624.59,25.33
Trace,ed,simple_cmp,0.46,614.51,24.36
SmoothSubspace,ed,simple_cmp,0.5466666666666666,618.77,18.33
BME,ed,simple_cmp,0.5133333333333333,641.74,200.0
CBF,ed,simple_cmp,0.6777777777777778,647.83,958.23
UMD,ed,simple_cmp,0.5902777777777778,636.48,156.78
SyntheticControl,ed,simple_cmp,0.5766666666666667,615.96,17.54
ShapeletSim,ed,simple_cmp,0.4666666666666667,654.36,437.86
Chinatown,ed,simple_cmp,0.8104956268221575,604.47,53.99
