dataset,distance,cmp,classifier,acc,train_duration,test_duration
ShapeletSim,ed,simple_cmp,RF,0.45,675.2,601.87
Chinatown,ed,simple_cmp,RF,0.7521865889212828,607.61,87.79
ECG200,dust_uniform,simple_cmp,RF,0.67,632.18,29.97
TwoLeadECG,dust_uniform,simple_cmp,RF,0.6374012291483757,642.17,1402.38
ECGFiveDays,dust_uniform,simple_cmp,RF,0.627177700348432,671.41,2961.94
ItalyPowerDemand,dust_uniform,simple_cmp,RF,0.7968901846452867,639.28,536.9
SonyAIBORobotSurface2,dust_uniform,simple_cmp,RF,0.6138509968520461,649.93,1217.55
SonyAIBORobotSurface1,dust_uniform,simple_cmp,RF,0.49750415973377704,633.08,678.41
Plane,dust_uniform,simple_cmp,RF,0.5428571428571428,620.83,15.15
Trace,dust_uniform,simple_cmp,RF,0.55,626.04,41.96
SmoothSubspace,dust_uniform,simple_cmp,RF,0.5533333333333333,618.29,18.15
BME,dust_uniform,simple_cmp,RF,0.56,636.8,171.66
CBF,dust_uniform,simple_cmp,RF,0.85,663.28,1191.66
UMD,dust_uniform,simple_cmp,RF,0.5902777777777778,641.93,155.23
SyntheticControl,dust_uniform,simple_cmp,RF,0.47333333333333333,629.44,26.12
ShapeletSim,dust_uniform,simple_cmp,RF,0.4777777777777778,669.11,590.32
Chinatown,dust_uniform,simple_cmp,RF,0.7988338192419825,610.94,130.84
ECG200,dust_normal,simple_cmp,RF,0.66,633.6,32.63
TwoLeadECG,dust_normal,simple_cmp,RF,0.6470588235294118,638.49,1597.8
ECGFiveDays,dust_normal,simple_cmp,RF,0.6504065040650406,691.87,3339.97
ItalyPowerDemand,dust_normal,simple_cmp,RF,0.7677356656948494,634.0,423.26
SonyAIBORobotSurface2,dust_normal,simple_cmp,RF,0.5949632738719832,640.24,1029.39
SonyAIBORobotSurface1,dust_normal,simple_cmp,RF,0.46256239600665555,642.15,1115.2
Plane,dust_normal,simple_cmp,RF,0.49523809523809526,619.67,20.97
Trace,dust_normal,simple_cmp,RF,0.5,632.72,34.23
SmoothSubspace,dust_normal,simple_cmp,RF,0.5333333333333333,620.13,21.67
BME,dust_normal,simple_cmp,RF,0.47333333333333333,644.05,192.52
CBF,dust_normal,simple_cmp,RF,0.8122222222222222,666.02,1350.39
UMD,dust_normal,simple_cmp,RF,0.5625,668.75,209.93
SyntheticControl,dust_normal,simple_cmp,RF,0.39,623.08,28.34
ShapeletSim,dust_normal,simple_cmp,RF,0.4722222222222222,664.36,552.67
Chinatown,dust_normal,simple_cmp,RF,0.7959183673469388,610.59,136.71
ECG200,ued,simple_cmp,RF,0.8,623.91,22.93
TwoLeadECG,ued,simple_cmp,RF,0.568920105355575,660.28,2778.08
ECGFiveDays,ued,simple_cmp,RF,0.6144018583042973,689.03,1967.14
ItalyPowerDemand,ued,simple_cmp,RF,0.8454810495626822,635.57,631.25
SonyAIBORobotSurface2,ued,simple_cmp,RF,0.6998950682056663,665.89,1835.59
SonyAIBORobotSurface1,ued,simple_cmp,RF,0.7204658901830283,624.74,709.37
Plane,ued,simple_cmp,RF,0.7238095238095238,658.96,62.44
Trace,ued,simple_cmp,RF,0.73,676.11,78.74
SmoothSubspace,ued,simple_cmp,RF,0.5866666666666667,618.88,20.65
BME,ued,simple_cmp,RF,0.6066666666666667,649.09,247.18
CBF,ued,simple_cmp,RF,0.7466666666666667,696.92,1992.53
UMD,ued,simple_cmp,RF,0.8541666666666666,647.14,204.33
SyntheticControl,ued,simple_cmp,RF,0.47,630.98,26.78
ShapeletSim,ued,simple_cmp,RF,0.5055555555555555,680.11,673.96
Chinatown,ued,simple_cmp,RF,0.793002915451895,614.07,182.48
ECG200,fots,simple_cmp,RF,0.73,7620.72,453.32
TwoLeadECG,fots,simple_cmp,RF,0.6251097453906936,7341.48,5339.15
ECGFiveDays,fots,simple_cmp,RF,0.6736353077816493,7462.59,12959.81
ItalyPowerDemand,fots,simple_cmp,RF,0.7269193391642371,7240.19,578.14
SonyAIBORobotSurface2,fots,simple_cmp,RF,0.5813221406086044,7312.47,4565.11
SonyAIBORobotSurface1,fots,simple_cmp,RF,0.4908485856905158,7284.93,1239.14
Plane,fots,simple_cmp,RF,0.7333333333333333,7563.72,505.89
Trace,fots,simple_cmp,RF,0.48,7857.72,880.04
SmoothSubspace,fots,simple_cmp,RF,0.4,7341.55,147.23
BME,fots,simple_cmp,RF,0.5,7839.4,2727.68
CBF,fots,simple_cmp,RF,0.6288888888888889,7670.83,12731.59
UMD,fots,simple_cmp,RF,0.4305555555555556,7514.64,1259.88
SyntheticControl,fots,simple_cmp,RF,0.47,7494.81,250.86
ShapeletSim,fots,simple_cmp,RF,0.5722222222222222,7346.77,3926.53
Chinatown,fots,simple_cmp,RF,0.577259475218659,7216.57,219.97
