dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.77,641.58,43.37
TwoLeadECG,ued,simple_cmp,0.5162423178226514,667.41,1728.2
ECGFiveDays,ued,simple_cmp,0.6213704994192799,695.33,2291.83
ItalyPowerDemand,ued,simple_cmp,0.7133138969873664,640.41,538.39
SonyAIBORobotSurface2,ued,simple_cmp,0.6432318992654774,642.9,785.71
SonyAIBORobotSurface1,ued,simple_cmp,0.4825291181364393,631.44,520.86
Plane,ued,simple_cmp,0.5142857142857142,616.61,16.03
Trace,ued,simple_cmp,0.47,630.6,29.4
SmoothSubspace,ued,simple_cmp,0.5266666666666666,621.68,22.46
BME,ued,simple_cmp,0.47333333333333333,646.99,232.65
CBF,ued,simple_cmp,0.67,681.98,1235.02
UMD,ued,simple_cmp,0.6944444444444444,639.18,170.08
SyntheticControl,ued,simple_cmp,0.47,610.65,11.03
ShapeletSim,ued,simple_cmp,0.49444444444444446,632.99,318.22
Chinatown,ued,simple_cmp,0.7317784256559767,605.19,50.43
ECG200,ued,cdf_cmp,0.77,616.97,15.35
TwoLeadECG,ued,cdf_cmp,0.5083406496927129,676.95,2565.72
ECGFiveDays,ued,cdf_cmp,0.5133565621370499,684.73,2272.42
ItalyPowerDemand,ued,cdf_cmp,0.7026239067055393,613.41,225.54
SonyAIBORobotSurface2,ued,cdf_cmp,0.6306400839454355,650.42,1300.6
SonyAIBORobotSurface1,ued,cdf_cmp,0.5806988352745425,627.87,819.42
Plane,ued,cdf_cmp,0.4666666666666667,635.72,32.88
Trace,ued,cdf_cmp,0.36,618.84,30.63
SmoothSubspace,ued,cdf_cmp,0.5466666666666666,601.01,4.87
BME,ued,cdf_cmp,0.44,647.53,191.11
CBF,ued,cdf_cmp,0.5511111111111111,667.83,1283.83
UMD,ued,cdf_cmp,0.5347222222222222,633.63,131.14
SyntheticControl,ued,cdf_cmp,0.2733333333333333,579.92,9.11
ShapeletSim,ued,cdf_cmp,0.5055555555555555,639.52,304.02
Chinatown,ued,cdf_cmp,0.7055393586005831,608.76,154.58
ECG200,ued,interval_cmp,0.78,638.53,26.1
TwoLeadECG,ued,interval_cmp,0.5153643546971027,653.37,1638.72
ECGFiveDays,ued,interval_cmp,0.6202090592334495,684.57,2123.65
ItalyPowerDemand,ued,interval_cmp,0.7220602526724975,632.11,481.81
SonyAIBORobotSurface2,ued,interval_cmp,0.6432318992654774,634.98,681.52
SonyAIBORobotSurface1,ued,interval_cmp,0.47753743760399336,627.66,451.01
Plane,ued,interval_cmp,0.5523809523809524,622.67,20.73
Trace,ued,interval_cmp,0.47,615.98,45.95
SmoothSubspace,ued,interval_cmp,0.5533333333333333,618.51,23.57
BME,ued,interval_cmp,0.4533333333333333,662.38,198.91
CBF,ued,interval_cmp,0.6866666666666666,649.67,914.37
UMD,ued,interval_cmp,0.6875,642.03,146.11
SyntheticControl,ued,interval_cmp,0.49666666666666665,616.59,16.63
ShapeletSim,ued,interval_cmp,0.5222222222222223,644.57,418.0
Chinatown,ued,interval_cmp,0.7317784256559767,604.03,47.6
