dataset,distance,cmp,acc,train_duration,test_duration
ECG200,ued,simple_cmp,0.79,636.35,23.57
TwoLeadECG,ued,simple_cmp,0.5109745390693591,654.94,1852.86
ECGFiveDays,ued,simple_cmp,0.6643437862950058,690.18,2278.33
ItalyPowerDemand,ued,simple_cmp,0.7657920310981535,635.96,460.82
SonyAIBORobotSurface2,ued,simple_cmp,0.6810073452256034,631.11,603.03
SonyAIBORobotSurface1,ued,simple_cmp,0.6522462562396006,627.78,493.27
Plane,ued,simple_cmp,0.6857142857142857,620.96,20.22
Trace,ued,simple_cmp,0.48,625.03,28.44
SmoothSubspace,ued,simple_cmp,0.5866666666666667,614.51,14.15
BME,ued,simple_cmp,0.5533333333333333,639.84,221.4
CBF,ued,simple_cmp,0.8088888888888889,660.13,1157.84
UMD,ued,simple_cmp,0.7361111111111112,644.03,192.44
SyntheticControl,ued,simple_cmp,0.5633333333333334,610.94,14.24
ShapeletSim,ued,simple_cmp,0.5111111111111111,674.68,486.97
Chinatown,ued,simple_cmp,0.8250728862973761,605.05,77.72
ECG200,ued,cdf_cmp,0.74,616.15,25.99
TwoLeadECG,ued,cdf_cmp,0.5215100965759438,684.6,2533.76
ECGFiveDays,ued,cdf_cmp,0.521486643437863,683.4,2253.3
ItalyPowerDemand,ued,cdf_cmp,0.7667638483965015,613.02,205.02
SonyAIBORobotSurface2,ued,cdf_cmp,0.6673662119622246,646.06,1220.05
SonyAIBORobotSurface1,ued,cdf_cmp,0.5873544093178037,630.72,811.8
Plane,ued,cdf_cmp,0.4666666666666667,597.34,11.95
Trace,ued,cdf_cmp,0.44,642.94,53.64
SmoothSubspace,ued,cdf_cmp,0.4666666666666667,599.67,4.44
BME,ued,cdf_cmp,0.66,647.19,181.28
CBF,ued,cdf_cmp,0.6811111111111111,651.96,1232.63
UMD,ued,cdf_cmp,0.625,643.55,171.99
SyntheticControl,ued,cdf_cmp,0.30333333333333334,594.64,12.8
ShapeletSim,ued,cdf_cmp,0.5444444444444444,655.85,550.4
Chinatown,ued,cdf_cmp,0.7959183673469388,611.87,157.55
ECG200,ued,interval_cmp,0.79,618.08,25.69
TwoLeadECG,ued,interval_cmp,0.5118525021949079,656.59,1576.65
ECGFiveDays,ued,interval_cmp,0.6631823461091754,680.31,1956.88
ItalyPowerDemand,ued,interval_cmp,0.7541302235179786,628.4,423.8
SonyAIBORobotSurface2,ued,interval_cmp,0.6810073452256034,637.77,643.04
SonyAIBORobotSurface1,ued,interval_cmp,0.6638935108153078,618.51,422.01
Plane,ued,interval_cmp,0.6095238095238096,612.13,19.55
Trace,ued,interval_cmp,0.48,621.09,42.63
SmoothSubspace,ued,interval_cmp,0.58,624.41,23.34
BME,ued,interval_cmp,0.5733333333333334,641.85,263.04
CBF,ued,interval_cmp,0.7955555555555556,644.92,894.01
UMD,ued,interval_cmp,0.6944444444444444,641.67,155.11
SyntheticControl,ued,interval_cmp,0.5733333333333334,619.29,14.46
ShapeletSim,ued,interval_cmp,0.5111111111111111,650.12,434.98
Chinatown,ued,interval_cmp,0.8221574344023324,605.26,56.08
