dataset,distance,cmp,classifier,acc,train_duration,test_duration
ECG200,hellinger_based_distance,simple_cmp,RF,0.73,626.03,29.03
TwoLeadECG,hellinger_based_distance,simple_cmp,RF,0.6400351185250219,635.14,1151.73
ECGFiveDays,hellinger_based_distance,simple_cmp,RF,0.6306620209059234,682.84,2571.43
ItalyPowerDemand,hellinger_based_distance,simple_cmp,RF,0.7269193391642371,641.45,520.76
SonyAIBORobotSurface2,hellinger_based_distance,simple_cmp,RF,0.5676810073452256,626.5,723.17
SonyAIBORobotSurface1,hellinger_based_distance,simple_cmp,RF,0.5124792013311148,627.51,703.87
Plane,hellinger_based_distance,simple_cmp,RF,0.7904761904761904,615.83,18.65
Trace,hellinger_based_distance,simple_cmp,RF,0.42,617.49,30.29
SmoothSubspace,hellinger_based_distance,simple_cmp,RF,0.5,627.95,27.11
BME,hellinger_based_distance,simple_cmp,RF,0.5333333333333333,635.51,174.68
CBF,hellinger_based_distance,simple_cmp,RF,0.7711111111111111,653.52,1190.1
UMD,hellinger_based_distance,simple_cmp,RF,0.5694444444444444,636.0,132.21
SyntheticControl,hellinger_based_distance,simple_cmp,RF,0.49,615.07,20.34
ShapeletSim,hellinger_based_distance,simple_cmp,RF,0.43333333333333335,647.47,394.86
Chinatown,hellinger_based_distance,simple_cmp,RF,0.7434402332361516,607.59,78.06
ECG200,jensen_shannon_distance,simple_cmp,RF,0.63,626.22,27.78
TwoLeadECG,jensen_shannon_distance,simple_cmp,RF,0.5935030728709394,640.11,1306.22
ECGFiveDays,jensen_shannon_distance,simple_cmp,RF,0.5714285714285714,675.66,2535.85
ItalyPowerDemand,jensen_shannon_distance,simple_cmp,RF,0.7453838678328474,638.14,532.26
SonyAIBORobotSurface2,jensen_shannon_distance,simple_cmp,RF,0.521511017838405,640.16,982.43
SonyAIBORobotSurface1,jensen_shannon_distance,simple_cmp,RF,0.45757071547420963,621.73,458.5
Plane,jensen_shannon_distance,simple_cmp,RF,0.17142857142857143,619.95,23.01
Trace,jensen_shannon_distance,simple_cmp,RF,0.54,638.05,33.99
SmoothSubspace,jensen_shannon_distance,simple_cmp,RF,0.49333333333333335,625.16,26.89
BME,jensen_shannon_distance,simple_cmp,RF,0.3933333333333333,644.92,210.55
CBF,jensen_shannon_distance,simple_cmp,RF,0.73,655.19,1276.6
UMD,jensen_shannon_distance,simple_cmp,RF,0.4097222222222222,665.22,254.37
SyntheticControl,jensen_shannon_distance,simple_cmp,RF,0.20666666666666667,619.24,22.22
ShapeletSim,jensen_shannon_distance,simple_cmp,RF,0.5277777777777778,668.69,502.01
Chinatown,jensen_shannon_distance,simple_cmp,RF,0.7259475218658892,607.08,100.01
ECG200,ed,simple_cmp,RF,0.78,622.85,24.68
TwoLeadECG,ed,simple_cmp,RF,0.559262510974539,646.01,1738.84
ECGFiveDays,ed,simple_cmp,RF,0.6364692218350755,667.92,2206.87
ItalyPowerDemand,ed,simple_cmp,RF,0.8056365403304179,629.14,391.79
SonyAIBORobotSurface2,ed,simple_cmp,RF,0.7166841552990556,624.83,610.36
SonyAIBORobotSurface1,ed,simple_cmp,RF,0.6838602329450915,619.63,448.78
Plane,ed,simple_cmp,RF,0.8,623.47,23.69
Trace,ed,simple_cmp,RF,0.43,623.1,31.0
SmoothSubspace,ed,simple_cmp,RF,0.56,619.08,20.04
BME,ed,simple_cmp,RF,0.5666666666666667,644.62,215.45
CBF,ed,simple_cmp,RF,0.81,646.38,968.57
UMD,ed,simple_cmp,RF,0.7847222222222222,646.54,172.74
SyntheticControl,ed,simple_cmp,RF,0.5533333333333333,615.25,14.17
ShapeletSim,ed,simple_cmp,RF,0.5111111111111111,666.35,497.95
Chinatown,ed,simple_cmp,RF,0.8221574344023324,604.49,61.46
ECG200,dust_uniform,simple_cmp,RF,0.7,628.56,33.89
TwoLeadECG,dust_uniform,simple_cmp,RF,0.611062335381914,632.79,1165.1
ECGFiveDays,dust_uniform,simple_cmp,RF,0.6051103368176539,667.28,2753.1
ItalyPowerDemand,dust_uniform,simple_cmp,RF,0.7784256559766763,638.27,577.68
SonyAIBORobotSurface2,dust_uniform,simple_cmp,RF,0.6306400839454355,640.66,836.51
SonyAIBORobotSurface1,dust_uniform,simple_cmp,RF,0.5307820299500832,621.77,505.34
Plane,dust_uniform,simple_cmp,RF,0.5904761904761905,627.62,25.34
Trace,dust_uniform,simple_cmp,RF,0.41,634.96,52.25
SmoothSubspace,dust_uniform,simple_cmp,RF,0.48,618.43,19.41
BME,dust_uniform,simple_cmp,RF,0.5066666666666667,654.59,279.72
CBF,dust_uniform,simple_cmp,RF,0.78,662.11,894.77
UMD,dust_uniform,simple_cmp,RF,0.4444444444444444,648.13,185.91
SyntheticControl,dust_uniform,simple_cmp,RF,0.49,624.42,26.64
ShapeletSim,dust_uniform,simple_cmp,RF,0.4722222222222222,662.03,502.91
Chinatown,dust_uniform,simple_cmp,RF,0.7784256559766763,607.44,104.16
ECG200,dust_normal,simple_cmp,RF,0.72,632.54,37.8
TwoLeadECG,dust_normal,simple_cmp,RF,0.6066725197541704,633.03,1181.02
ECGFiveDays,dust_normal,simple_cmp,RF,0.6004645760743321,663.24,1979.19
ItalyPowerDemand,dust_normal,simple_cmp,RF,0.7074829931972789,641.16,521.31
SonyAIBORobotSurface2,dust_normal,simple_cmp,RF,0.6096537250786989,632.81,816.34
SonyAIBORobotSurface1,dust_normal,simple_cmp,RF,0.4459234608985025,623.62,929.17
Plane,dust_normal,simple_cmp,RF,0.5904761904761905,632.5,29.12
Trace,dust_normal,simple_cmp,RF,0.42,647.26,43.9
SmoothSubspace,dust_normal,simple_cmp,RF,0.4666666666666667,620.82,20.17
BME,dust_normal,simple_cmp,RF,0.5066666666666667,646.27,228.23
CBF,dust_normal,simple_cmp,RF,0.7955555555555556,644.84,798.0
UMD,dust_normal,simple_cmp,RF,0.4583333333333333,669.49,246.18
SyntheticControl,dust_normal,simple_cmp,RF,0.4033333333333333,615.02,21.67
ShapeletSim,dust_normal,simple_cmp,RF,0.4388888888888889,654.21,436.83
Chinatown,dust_normal,simple_cmp,RF,0.7434402332361516,608.83,128.21
ECG200,ued,simple_cmp,RF,0.8,628.85,27.39
TwoLeadECG,ued,simple_cmp,RF,0.5460930640913082,646.61,3446.22
ECGFiveDays,ued,simple_cmp,RF,0.5993031358885017,674.34,2040.93
ItalyPowerDemand,ued,simple_cmp,RF,0.8007774538386784,633.58,567.28
SonyAIBORobotSurface2,ued,simple_cmp,RF,0.6673662119622246,650.27,1745.85
SonyAIBORobotSurface1,ued,simple_cmp,RF,0.6505823627287853,625.25,729.51
Plane,ued,simple_cmp,RF,0.6761904761904762,632.99,21.07
Trace,ued,simple_cmp,RF,0.51,629.0,39.71
SmoothSubspace,ued,simple_cmp,RF,0.5533333333333333,624.97,27.44
BME,ued,simple_cmp,RF,0.6066666666666667,643.75,317.07
CBF,ued,simple_cmp,RF,0.7033333333333334,685.75,1757.26
UMD,ued,simple_cmp,RF,0.7708333333333334,640.16,224.02
SyntheticControl,ued,simple_cmp,RF,0.4266666666666667,623.41,22.88
ShapeletSim,ued,simple_cmp,RF,0.4888888888888889,695.0,1030.4
Chinatown,ued,simple_cmp,RF,0.7405247813411079,611.67,152.08
ECG200,fots,simple_cmp,RF,0.74,7600.21,475.53
TwoLeadECG,fots,simple_cmp,RF,0.6242317822651449,7348.12,5148.0
ECGFiveDays,fots,simple_cmp,RF,0.5911730545876888,7440.08,13505.45
ItalyPowerDemand,fots,simple_cmp,RF,0.5626822157434402,7259.42,839.94
SonyAIBORobotSurface2,fots,simple_cmp,RF,0.608604407135362,7299.97,5492.06
SonyAIBORobotSurface1,fots,simple_cmp,RF,0.5291181364392679,7283.48,1549.24
Plane,fots,simple_cmp,RF,0.6666666666666666,7650.91,551.6
Trace,fots,simple_cmp,RF,0.52,7696.93,871.02
SmoothSubspace,fots,simple_cmp,RF,0.36666666666666664,7366.9,168.93
BME,fots,simple_cmp,RF,0.4533333333333333,7880.54,2688.7
CBF,fots,simple_cmp,RF,0.6822222222222222,7661.4,12590.72
UMD,fots,simple_cmp,RF,0.3611111111111111,7499.08,1237.88
SyntheticControl,fots,simple_cmp,RF,0.42,7436.56,252.2
ShapeletSim,fots,simple_cmp,RF,0.5944444444444444,7636.25,5415.64
Chinatown,fots,simple_cmp,RF,0.5393586005830904,7217.72,212.74
