classifier,ulevel,dataset,distance,cmp,acc,train_duration,test_duration
GNB,1.4,SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.4608985024958402,626.89,502.36
GNB,1.4,Plane,dust_uniform,simple_cmp,0.5333333333333333,620.65,16.62
GNB,1.4,Trace,dust_uniform,simple_cmp,0.44,637.74,26.12
GNB,1.4,SmoothSubspace,dust_uniform,simple_cmp,0.5266666666666666,622.02,25.35
GNB,1.4,BME,dust_uniform,simple_cmp,0.4933333333333333,650.83,244.47
GNB,1.4,CBF,dust_uniform,simple_cmp,0.8,653.65,954.37
GNB,1.4,UMD,dust_uniform,simple_cmp,0.4722222222222222,635.71,147.15
GNB,1.4,SyntheticControl,dust_uniform,simple_cmp,0.4566666666666666,627.21,23.65
GNB,1.4,ShapeletSim,dust_uniform,simple_cmp,0.4722222222222222,666.08,436.21
GNB,1.4,Chinatown,dust_uniform,simple_cmp,0.7551020408163265,608.08,111.83
GNB,1.4,ECG200,dust_normal,simple_cmp,0.72,641.32,37.81
GNB,1.4,TwoLeadECG,dust_normal,simple_cmp,0.5856014047410009,644.98,1004.97
GNB,1.4,ECGFiveDays,dust_normal,simple_cmp,0.6190476190476191,661.14,1957.24
GNB,1.4,ItalyPowerDemand,dust_normal,simple_cmp,0.7016520894071915,632.94,441.9
GNB,1.4,SonyAIBORobotSurface2,dust_normal,simple_cmp,0.6264428121720882,628.28,768.67
GNB,1.4,SonyAIBORobotSurface1,dust_normal,simple_cmp,0.4392678868552412,622.71,414.69
GNB,1.4,Plane,dust_normal,simple_cmp,0.5619047619047619,625.13,31.89
GNB,1.4,Trace,dust_normal,simple_cmp,0.48,624.28,31.06
GNB,1.4,SmoothSubspace,dust_normal,simple_cmp,0.44,624.37,21.86
GNB,1.4,BME,dust_normal,simple_cmp,0.4933333333333333,658.71,232.14
GNB,1.4,CBF,dust_normal,simple_cmp,0.7877777777777778,655.06,783.78
GNB,1.4,UMD,dust_normal,simple_cmp,0.4791666666666667,630.79,130.87
GNB,1.4,SyntheticControl,dust_normal,simple_cmp,0.4566666666666666,618.98,22.92
GNB,1.4,ShapeletSim,dust_normal,simple_cmp,0.4888888888888889,657.6,495.73
GNB,1.4,Chinatown,dust_normal,simple_cmp,0.6909620991253644,611.28,164.51
GNB,1.4,ECG200,ed,simple_cmp,0.73,641.85,31.67
GNB,1.4,TwoLeadECG,ed,simple_cmp,0.5013169446883231,642.57,1522.71
GNB,1.4,ECGFiveDays,ed,simple_cmp,0.6225319396051103,670.46,2000.01
GNB,1.4,ItalyPowerDemand,ed,simple_cmp,0.7366375121477162,634.14,468.38
GNB,1.4,SonyAIBORobotSurface2,ed,simple_cmp,0.6306400839454355,624.12,513.89
GNB,1.4,SonyAIBORobotSurface1,ed,simple_cmp,0.5990016638935108,624.27,460.96
GNB,1.4,Plane,ed,simple_cmp,0.6952380952380952,624.59,25.33
GNB,1.4,Trace,ed,simple_cmp,0.46,614.51,24.36
GNB,1.4,SmoothSubspace,ed,simple_cmp,0.5466666666666666,618.77,18.33
GNB,1.4,BME,ed,simple_cmp,0.5133333333333333,641.74,200.0
GNB,1.4,CBF,ed,simple_cmp,0.6777777777777778,647.83,958.23
GNB,1.4,UMD,ed,simple_cmp,0.5902777777777778,636.48,156.78
GNB,1.4,SyntheticControl,ed,simple_cmp,0.5766666666666667,615.96,17.54
GNB,1.4,ShapeletSim,ed,simple_cmp,0.4666666666666667,654.36,437.86
GNB,1.4,Chinatown,ed,simple_cmp,0.8104956268221575,604.47,53.99
GNB,1.4,ECG200,fots,simple_cmp,0.64,7447.19,384.39
GNB,1.4,TwoLeadECG,fots,simple_cmp,0.5346795434591747,7841.56,10396.64
GNB,1.4,ECGFiveDays,fots,simple_cmp,0.6933797909407665,7797.18,7881.77
GNB,1.4,ItalyPowerDemand,fots,simple_cmp,0.5393586005830904,7739.99,5071.48
GNB,1.4,SonyAIBORobotSurface2,fots,simple_cmp,0.5949632738719832,7829.12,9651.05
GNB,1.4,SonyAIBORobotSurface1,fots,simple_cmp,0.480865224625624,7730.79,8406.35
GNB,1.4,Plane,fots,simple_cmp,0.1714285714285714,7041.14,562.15
GNB,1.4,Trace,fots,simple_cmp,0.26,8352.36,1161.48
GNB,1.4,SmoothSubspace,fots,simple_cmp,0.36,7378.0,170.26
GNB,1.4,BME,fots,simple_cmp,0.3933333333333333,7834.45,2213.63
GNB,1.4,CBF,fots,simple_cmp,0.3466666666666667,7920.89,9391.52
GNB,1.4,UMD,fots,simple_cmp,0.3125,7688.28,1894.4
GNB,1.4,SyntheticControl,fots,simple_cmp,0.3033333333333333,7793.8,752.03
GNB,1.4,ShapeletSim,fots,simple_cmp,0.5055555555555555,7563.87,10719.92
GNB,1.4,Chinatown,fots,simple_cmp,0.5189504373177842,7302.57,1505.59
GNB,1.4,ECG200,hbd,simple_cmp,0.69,630.77,31.42
GNB,1.4,TwoLeadECG,hbd,simple_cmp,0.5961369622475856,636.69,1161.13
GNB,1.4,ECGFiveDays,hbd,simple_cmp,0.6515679442508711,682.15,2499.26
GNB,1.4,ItalyPowerDemand,hbd,simple_cmp,0.7084548104956269,636.51,509.97
GNB,1.4,SonyAIBORobotSurface2,hbd,simple_cmp,0.5540398740818469,629.21,719.89
GNB,1.4,SonyAIBORobotSurface1,hbd,simple_cmp,0.519134775374376,629.71,709.57
GNB,1.4,Plane,hbd,simple_cmp,0.6571428571428571,615.56,18.73
GNB,1.4,Trace,hbd,simple_cmp,0.46,624.23,34.52
GNB,1.4,SmoothSubspace,hbd,simple_cmp,0.4533333333333333,626.45,26.96
GNB,1.4,BME,hbd,simple_cmp,0.5133333333333333,637.39,172.68
GNB,1.4,CBF,hbd,simple_cmp,0.7355555555555555,653.56,1214.42
GNB,1.4,UMD,hbd,simple_cmp,0.5486111111111112,634.55,134.26
GNB,1.4,SyntheticControl,hbd,simple_cmp,0.46,617.01,18.32
GNB,1.4,ShapeletSim,hbd,simple_cmp,0.4722222222222222,647.42,397.62
GNB,1.4,Chinatown,hbd,simple_cmp,0.7055393586005831,605.64,82.1
GNB,1.4,ECG200,jsd,simple_cmp,0.63,626.46,30.38
GNB,1.4,TwoLeadECG,jsd,simple_cmp,0.5794556628621598,639.72,1280.59
GNB,1.4,ECGFiveDays,jsd,simple_cmp,0.6178861788617886,681.16,2301.14
GNB,1.4,ItalyPowerDemand,jsd,simple_cmp,0.652089407191448,637.91,545.16
GNB,1.4,SonyAIBORobotSurface2,jsd,simple_cmp,0.5236096537250787,635.11,945.57
GNB,1.4,SonyAIBORobotSurface1,jsd,simple_cmp,0.4425956738768719,621.03,471.95
GNB,1.4,Plane,jsd,simple_cmp,0.2761904761904762,620.64,23.02
GNB,1.4,Trace,jsd,simple_cmp,0.5,627.32,33.94
GNB,1.4,SmoothSubspace,jsd,simple_cmp,0.4,626.57,27.35
GNB,1.4,BME,jsd,simple_cmp,0.4,643.74,209.23
GNB,1.4,CBF,jsd,simple_cmp,0.7133333333333334,655.95,1239.14
GNB,1.4,UMD,jsd,simple_cmp,0.375,662.43,247.03
GNB,1.4,SyntheticControl,jsd,simple_cmp,0.3066666666666666,623.6,21.54
GNB,1.4,ShapeletSim,jsd,simple_cmp,0.4611111111111111,662.71,446.26
GNB,1.4,Chinatown,jsd,simple_cmp,0.7142857142857143,606.67,94.59
GNB,1.6,ECG200,ued,simple_cmp,0.72,628.3,27.21
GNB,1.6,TwoLeadECG,ued,simple_cmp,0.5136084284460053,666.37,2000.3
GNB,1.6,ECGFiveDays,ued,simple_cmp,0.5354239256678281,680.05,2623.57
GNB,1.6,ItalyPowerDemand,ued,simple_cmp,0.6783284742468416,639.18,505.41
GNB,1.6,SonyAIBORobotSurface2,ued,simple_cmp,0.5571878279118573,632.56,657.79
GNB,1.6,SonyAIBORobotSurface1,ued,simple_cmp,0.4708818635607321,620.27,468.16
GNB,1.6,Plane,ued,simple_cmp,0.5904761904761905,626.24,20.65
GNB,1.6,Trace,ued,simple_cmp,0.49,617.99,25.66
GNB,1.6,SmoothSubspace,ued,simple_cmp,0.4133333333333333,615.72,16.51
GNB,1.6,BME,ued,simple_cmp,0.4666666666666667,644.78,237.54
GNB,1.6,CBF,ued,simple_cmp,0.5233333333333333,664.68,1220.82
GNB,1.6,UMD,ued,simple_cmp,0.5972222222222222,638.87,156.06
GNB,1.6,SyntheticControl,ued,simple_cmp,0.4266666666666667,627.63,17.4
GNB,1.6,ShapeletSim,ued,simple_cmp,0.4833333333333333,658.88,501.28
GNB,1.6,Chinatown,ued,simple_cmp,0.760932944606414,604.41,49.41
GNB,1.6,ECG200,ued,cdf_cmp,0.67,609.99,25.31
GNB,1.6,TwoLeadECG,ued,cdf_cmp,0.5171202809482002,674.41,2570.92
GNB,1.6,ECGFiveDays,ued,cdf_cmp,0.4924506387921022,678.15,2255.78
GNB,1.6,ItalyPowerDemand,ued,cdf_cmp,0.5383867832847424,618.37,198.47
GNB,1.6,SonyAIBORobotSurface2,ued,cdf_cmp,0.5792235047219307,640.01,1504.11
GNB,1.6,SonyAIBORobotSurface1,ued,cdf_cmp,0.4941763727121464,626.41,679.28
GNB,1.6,Plane,ued,cdf_cmp,0.4666666666666667,610.27,22.94
GNB,1.6,Trace,ued,cdf_cmp,0.37,636.73,52.02
GNB,1.6,SmoothSubspace,ued,cdf_cmp,0.32,595.53,3.49
GNB,1.6,BME,ued,cdf_cmp,0.58,648.22,222.99
GNB,1.6,CBF,ued,cdf_cmp,0.5088888888888888,669.6,1315.87
GNB,1.6,UMD,ued,cdf_cmp,0.5069444444444444,628.99,113.22
GNB,1.6,SyntheticControl,ued,cdf_cmp,,,
GNB,1.6,ShapeletSim,ued,cdf_cmp,0.4944444444444444,646.37,459.89
GNB,1.6,Chinatown,ued,cdf_cmp,0.6064139941690962,607.83,138.39
GNB,1.6,ECG200,ued,interval_cmp,0.71,626.4,23.5
GNB,1.6,TwoLeadECG,ued,interval_cmp,0.4986830553116769,650.86,2061.48
GNB,1.6,ECGFiveDays,ued,interval_cmp,0.5354239256678281,689.38,2406.32
GNB,1.6,ItalyPowerDemand,ued,interval_cmp,0.6793002915451894,635.25,507.43
GNB,1.6,SonyAIBORobotSurface2,ued,interval_cmp,0.5603357817418678,630.52,692.03
GNB,1.6,SonyAIBORobotSurface1,ued,interval_cmp,0.4775374376039933,618.96,471.42
GNB,1.6,Plane,ued,interval_cmp,0.5904761904761905,617.73,23.3
GNB,1.6,Trace,ued,interval_cmp,0.49,638.92,26.64
GNB,1.6,SmoothSubspace,ued,interval_cmp,0.4066666666666667,613.73,19.51
GNB,1.6,BME,ued,interval_cmp,0.5133333333333333,646.96,212.58
GNB,1.6,CBF,ued,interval_cmp,0.5233333333333333,663.31,1413.25
GNB,1.6,UMD,ued,interval_cmp,0.6041666666666666,649.26,139.25
GNB,1.6,SyntheticControl,ued,interval_cmp,0.4266666666666667,614.8,15.23
GNB,1.6,ShapeletSim,ued,interval_cmp,0.4611111111111111,664.19,459.25
GNB,1.6,Chinatown,ued,interval_cmp,0.7696793002915452,605.04,66.49
GNB,1.6,ECG200,dust_uniform,simple_cmp,0.64,643.53,43.97
GNB,1.6,TwoLeadECG,dust_uniform,simple_cmp,0.5926251097453907,639.88,1332.86
GNB,1.6,ECGFiveDays,dust_uniform,simple_cmp,0.5888501742160279,690.24,1909.2
GNB,1.6,ItalyPowerDemand,dust_uniform,simple_cmp,0.6763848396501457,652.18,528.72
GNB,1.6,SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.6621196222455404,635.87,955.34
GNB,1.6,SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.4459234608985025,633.82,786.4
GNB,1.6,Plane,dust_uniform,simple_cmp,0.6,627.05,25.46
GNB,1.6,Trace,dust_uniform,simple_cmp,0.51,624.52,40.76
GNB,1.6,SmoothSubspace,dust_uniform,simple_cmp,0.4466666666666666,622.85,22.77
GNB,1.6,BME,dust_uniform,simple_cmp,0.4733333333333333,651.28,237.74
GNB,1.6,CBF,dust_uniform,simple_cmp,0.7722222222222223,651.97,990.34
GNB,1.6,UMD,dust_uniform,simple_cmp,0.5069444444444444,640.56,105.07
GNB,1.6,SyntheticControl,dust_uniform,simple_cmp,0.5166666666666667,623.07,31.11
GNB,1.6,ShapeletSim,dust_uniform,simple_cmp,0.4888888888888889,679.06,518.4
GNB,1.6,Chinatown,dust_uniform,simple_cmp,0.6880466472303207,610.03,119.71
GNB,1.6,ECG200,dust_normal,simple_cmp,0.69,625.13,28.24
GNB,1.6,TwoLeadECG,dust_normal,simple_cmp,0.6022827041264267,636.29,1177.91
GNB,1.6,ECGFiveDays,dust_normal,simple_cmp,0.6004645760743321,673.01,1874.53
GNB,1.6,ItalyPowerDemand,dust_normal,simple_cmp,0.6666666666666666,631.62,427.69
GNB,1.6,SonyAIBORobotSurface2,dust_normal,simple_cmp,0.614900314795383,645.39,1011.53
GNB,1.6,SonyAIBORobotSurface1,dust_normal,simple_cmp,0.4409317803660565,635.42,673.59
GNB,1.6,Plane,dust_normal,simple_cmp,0.5142857142857142,624.46,19.38
GNB,1.6,Trace,dust_normal,simple_cmp,0.55,632.81,21.16
GNB,1.6,SmoothSubspace,dust_normal,simple_cmp,0.4666666666666667,614.47,18.99
GNB,1.6,BME,dust_normal,simple_cmp,0.4933333333333333,659.87,292.09
GNB,1.6,CBF,dust_normal,simple_cmp,0.7255555555555555,663.59,1043.45
GNB,1.6,UMD,dust_normal,simple_cmp,0.5277777777777778,630.73,99.93
GNB,1.6,SyntheticControl,dust_normal,simple_cmp,0.4566666666666666,612.77,14.09
GNB,1.6,ShapeletSim,dust_normal,simple_cmp,0.4944444444444444,654.21,439.8
GNB,1.6,Chinatown,dust_normal,simple_cmp,0.6880466472303207,613.63,138.39
GNB,1.6,ECG200,ed,simple_cmp,0.71,625.09,22.3
GNB,1.6,TwoLeadECG,ed,simple_cmp,0.4960491659350307,660.76,1745.2
GNB,1.6,ECGFiveDays,ed,simple_cmp,0.5331010452961672,672.29,2030.2
GNB,1.6,ItalyPowerDemand,ed,simple_cmp,0.7142857142857143,638.03,418.73
GNB,1.6,SonyAIBORobotSurface2,ed,simple_cmp,0.5687303252885625,626.0,602.89
GNB,1.6,SonyAIBORobotSurface1,ed,simple_cmp,0.4775374376039933,625.6,368.4
GNB,1.6,Plane,ed,simple_cmp,0.580952380952381,625.8,25.76
GNB,1.6,Trace,ed,simple_cmp,0.49,624.22,41.13
GNB,1.6,SmoothSubspace,ed,simple_cmp,0.4,619.92,22.83
GNB,1.6,BME,ed,simple_cmp,0.5133333333333333,643.47,179.3
GNB,1.6,CBF,ed,simple_cmp,0.5355555555555556,651.31,1106.91
GNB,1.6,UMD,ed,simple_cmp,0.5972222222222222,649.76,166.12
GNB,1.6,SyntheticControl,ed,simple_cmp,0.4966666666666666,616.99,16.6
GNB,1.6,ShapeletSim,ed,simple_cmp,0.4833333333333333,651.31,418.81
GNB,1.6,Chinatown,ed,simple_cmp,0.7580174927113703,603.83,45.94
GNB,1.6,ECG200,fots,simple_cmp,0.68,7403.39,344.59
GNB,1.6,TwoLeadECG,fots,simple_cmp,0.5109745390693591,7767.77,9433.28
GNB,1.6,ECGFiveDays,fots,simple_cmp,0.4819976771196283,8172.8,9330.4
GNB,1.6,ItalyPowerDemand,fots,simple_cmp,0.4927113702623906,7558.68,3365.16
GNB,1.6,SonyAIBORobotSurface2,fots,simple_cmp,0.5047219307450157,7727.74,7850.73
GNB,1.6,SonyAIBORobotSurface1,fots,simple_cmp,0.5341098169717138,7813.97,7891.06
GNB,1.6,Plane,fots,simple_cmp,0.2,7123.36,569.43
GNB,1.6,Trace,fots,simple_cmp,0.22,7416.34,1354.11
GNB,1.6,SmoothSubspace,fots,simple_cmp,0.38,7393.72,220.37
GNB,1.6,BME,fots,simple_cmp,0.3333333333333333,7759.24,2148.84
GNB,1.6,CBF,fots,simple_cmp,0.3533333333333333,7700.34,7162.76
GNB,1.6,UMD,fots,simple_cmp,0.375,7454.59,1280.53
GNB,1.6,SyntheticControl,fots,simple_cmp,0.2666666666666666,7414.44,505.22
GNB,1.6,ShapeletSim,fots,simple_cmp,0.5555555555555556,7582.52,10001.58
GNB,1.6,Chinatown,fots,simple_cmp,0.5451895043731778,7304.3,1360.34
GNB,1.6,ECG200,hbd,simple_cmp,0.7,631.32,33.26
GNB,1.6,TwoLeadECG,hbd,simple_cmp,0.5715539947322212,637.58,1241.24
GNB,1.6,ECGFiveDays,hbd,simple_cmp,0.6411149825783972,674.23,2142.87
GNB,1.6,ItalyPowerDemand,hbd,simple_cmp,0.6569484936831875,635.16,478.89
GNB,1.6,SonyAIBORobotSurface2,hbd,simple_cmp,0.640083945435467,632.78,756.99
GNB,1.6,SonyAIBORobotSurface1,hbd,simple_cmp,0.4559068219633943,631.97,750.72
GNB,1.6,Plane,hbd,simple_cmp,0.4666666666666667,624.8,26.63
GNB,1.6,Trace,hbd,simple_cmp,0.38,636.47,46.98
GNB,1.6,SmoothSubspace,hbd,simple_cmp,0.4666666666666667,628.03,26.89
GNB,1.6,BME,hbd,simple_cmp,0.52,646.38,213.52
GNB,1.6,CBF,hbd,simple_cmp,0.5877777777777777,655.19,1154.77
GNB,1.6,UMD,hbd,simple_cmp,0.4722222222222222,649.58,181.26
GNB,1.6,SyntheticControl,hbd,simple_cmp,0.4366666666666666,623.6,20.36
GNB,1.6,ShapeletSim,hbd,simple_cmp,0.4944444444444444,670.43,580.69
GNB,1.6,Chinatown,hbd,simple_cmp,0.7317784256559767,606.2,80.11
GNB,1.6,ECG200,jsd,simple_cmp,0.56,642.17,40.94
GNB,1.6,TwoLeadECG,jsd,simple_cmp,0.5899912203687445,639.85,1322.96
GNB,1.6,ECGFiveDays,jsd,simple_cmp,0.5900116144018583,669.85,1994.19
GNB,1.6,ItalyPowerDemand,jsd,simple_cmp,0.6550048590864918,636.3,517.79
GNB,1.6,SonyAIBORobotSurface2,jsd,simple_cmp,0.55299055613851,629.67,784.42
GNB,1.6,SonyAIBORobotSurface1,jsd,simple_cmp,0.4459234608985025,626.2,605.3
GNB,1.6,Plane,jsd,simple_cmp,0.3047619047619048,632.66,30.08
GNB,1.6,Trace,jsd,simple_cmp,0.56,621.25,29.98
GNB,1.6,SmoothSubspace,jsd,simple_cmp,0.46,632.15,32.68
GNB,1.6,BME,jsd,simple_cmp,0.3733333333333333,654.68,262.92
GNB,1.6,CBF,jsd,simple_cmp,0.6922222222222222,653.06,1139.36
GNB,1.6,UMD,jsd,simple_cmp,0.3611111111111111,659.66,223.23
GNB,1.6,SyntheticControl,jsd,simple_cmp,0.2433333333333333,611.57,14.82
GNB,1.6,ShapeletSim,jsd,simple_cmp,0.5,661.1,438.86
GNB,1.6,Chinatown,jsd,simple_cmp,0.6676384839650146,606.3,96.9
GNB,1.8,ECG200,ued,simple_cmp,0.65,626.51,36.17
GNB,1.8,TwoLeadECG,ued,simple_cmp,0.5030728709394205,663.07,1749.61
GNB,1.8,ECGFiveDays,ued,simple_cmp,0.562137049941928,682.93,2600.75
GNB,1.8,ItalyPowerDemand,ued,simple_cmp,0.5724003887269193,641.9,538.57
GNB,1.8,SonyAIBORobotSurface2,ued,simple_cmp,0.6096537250786989,643.86,849.61
GNB,1.8,SonyAIBORobotSurface1,ued,simple_cmp,0.454242928452579,622.5,453.63
GNB,1.8,Plane,ued,simple_cmp,0.4952380952380952,616.88,23.02
GNB,1.8,Trace,ued,simple_cmp,0.42,619.51,29.45
GNB,1.8,SmoothSubspace,ued,simple_cmp,0.32,622.68,20.6
GNB,1.8,BME,ued,simple_cmp,0.4666666666666667,636.72,191.25
GNB,1.8,CBF,ued,simple_cmp,0.5877777777777777,652.0,1305.25
GNB,1.8,UMD,ued,simple_cmp,0.625,648.3,173.7
GNB,1.8,SyntheticControl,ued,simple_cmp,0.4433333333333333,613.58,13.79
GNB,1.8,ShapeletSim,ued,simple_cmp,0.4611111111111111,666.53,491.68
GNB,1.8,Chinatown,ued,simple_cmp,0.6793002915451894,605.7,52.77
GNB,1.8,ECG200,ued,cdf_cmp,0.76,621.11,15.7
GNB,1.8,TwoLeadECG,ued,cdf_cmp,0.5013169446883231,679.82,2991.09
GNB,1.8,ECGFiveDays,ued,cdf_cmp,0.5005807200929152,676.03,2467.72
GNB,1.8,ItalyPowerDemand,ued,cdf_cmp,0.6598639455782312,617.12,219.37
GNB,1.8,SonyAIBORobotSurface2,ued,cdf_cmp,0.6075550891920252,644.84,1356.45
GNB,1.8,SonyAIBORobotSurface1,ued,cdf_cmp,0.5690515806988353,641.32,821.06
GNB,1.8,Plane,ued,cdf_cmp,0.419047619047619,609.91,25.46
GNB,1.8,Trace,ued,cdf_cmp,0.36,645.21,41.07
GNB,1.8,SmoothSubspace,ued,cdf_cmp,0.36,596.73,4.65
GNB,1.8,BME,ued,cdf_cmp,0.4066666666666667,648.53,192.87
GNB,1.8,CBF,ued,cdf_cmp,0.45,678.58,1441.62
GNB,1.8,UMD,ued,cdf_cmp,0.5763888888888888,639.91,161.9
GNB,1.8,SyntheticControl,ued,cdf_cmp,0.18,615.77,12.36
GNB,1.8,ShapeletSim,ued,cdf_cmp,0.4888888888888889,645.49,288.49
GNB,1.8,Chinatown,ued,cdf_cmp,0.6355685131195336,608.31,142.14
GNB,1.8,ECG200,ued,interval_cmp,0.72,628.02,29.67
GNB,1.8,TwoLeadECG,ued,interval_cmp,0.504828797190518,642.76,1578.81
GNB,1.8,ECGFiveDays,ued,interval_cmp,0.5435540069686411,703.76,2099.76
GNB,1.8,ItalyPowerDemand,ued,interval_cmp,0.5714285714285714,633.54,481.4
GNB,1.8,SonyAIBORobotSurface2,ued,interval_cmp,0.6054564533053515,633.8,840.88
GNB,1.8,SonyAIBORobotSurface1,ued,interval_cmp,0.4559068219633943,623.44,421.54
GNB,1.8,Plane,ued,interval_cmp,0.4952380952380952,613.55,15.91
GNB,1.8,Trace,ued,interval_cmp,0.42,615.38,27.76
GNB,1.8,SmoothSubspace,ued,interval_cmp,0.32,618.95,24.81
GNB,1.8,BME,ued,interval_cmp,0.4533333333333333,649.57,175.62
GNB,1.8,CBF,ued,interval_cmp,0.5855555555555556,665.26,1227.6
GNB,1.8,UMD,ued,interval_cmp,0.6111111111111112,637.78,171.24
GNB,1.8,SyntheticControl,ued,interval_cmp,0.4066666666666667,629.41,16.86
GNB,1.8,ShapeletSim,ued,interval_cmp,0.4611111111111111,658.76,512.18
GNB,1.8,Chinatown,ued,interval_cmp,0.6793002915451894,603.85,60.03
GNB,1.8,ECG200,dust_uniform,simple_cmp,0.68,640.1,46.96
GNB,1.8,TwoLeadECG,dust_uniform,simple_cmp,0.5987708516242318,646.99,1183.02
GNB,1.8,ECGFiveDays,dust_uniform,simple_cmp,0.5505226480836237,670.99,1869.95
GNB,1.8,ItalyPowerDemand,dust_uniform,simple_cmp,0.6637512147716229,639.13,571.65
GNB,1.8,SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.6442812172088143,629.23,882.88
GNB,1.8,SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.4525790349417637,636.35,571.58
GNB,1.8,Plane,dust_uniform,simple_cmp,0.4857142857142857,617.28,23.4
GNB,1.8,Trace,dust_uniform,simple_cmp,0.48,620.94,37.47
GNB,1.8,SmoothSubspace,dust_uniform,simple_cmp,0.4533333333333333,617.43,22.52
GNB,1.8,BME,dust_uniform,simple_cmp,0.44,652.68,276.31
GNB,1.8,CBF,dust_uniform,simple_cmp,0.7822222222222223,659.36,1015.65
GNB,1.8,UMD,dust_uniform,simple_cmp,0.4513888888888889,634.45,141.7
GNB,1.8,SyntheticControl,dust_uniform,simple_cmp,0.49,616.48,21.46
GNB,1.8,ShapeletSim,dust_uniform,simple_cmp,0.4888888888888889,657.04,359.26
GNB,1.8,Chinatown,dust_uniform,simple_cmp,0.6997084548104956,607.75,144.56
GNB,1.8,ECG200,dust_normal,simple_cmp,0.63,663.5,43.84
GNB,1.8,TwoLeadECG,dust_normal,simple_cmp,0.5961369622475856,650.64,1147.93
GNB,1.8,ECGFiveDays,dust_normal,simple_cmp,0.5598141695702671,669.02,2035.99
GNB,1.8,ItalyPowerDemand,dust_normal,simple_cmp,0.6491739552964043,630.63,423.61
GNB,1.8,SonyAIBORobotSurface2,dust_normal,simple_cmp,0.6159496327387198,639.49,835.94
GNB,1.8,SonyAIBORobotSurface1,dust_normal,simple_cmp,0.4409317803660565,633.13,581.29
GNB,1.8,Plane,dust_normal,simple_cmp,0.4476190476190476,625.16,26.57
GNB,1.8,Trace,dust_normal,simple_cmp,0.53,664.3,63.56
GNB,1.8,SmoothSubspace,dust_normal,simple_cmp,0.4733333333333333,622.1,31.25
GNB,1.8,BME,dust_normal,simple_cmp,0.5133333333333333,679.29,293.92
GNB,1.8,CBF,dust_normal,simple_cmp,0.7355555555555555,658.5,1009.56
GNB,1.8,UMD,dust_normal,simple_cmp,0.4652777777777778,632.41,120.82
GNB,1.8,SyntheticControl,dust_normal,simple_cmp,0.39,612.94,12.02
GNB,1.8,ShapeletSim,dust_normal,simple_cmp,0.55,666.96,501.96
GNB,1.8,Chinatown,dust_normal,simple_cmp,0.6822157434402333,607.74,122.39
GNB,1.8,ECG200,ed,simple_cmp,0.66,626.57,36.59
GNB,1.8,TwoLeadECG,ed,simple_cmp,0.5092186128182616,648.72,1577.36
GNB,1.8,ECGFiveDays,ed,simple_cmp,0.537746806039489,670.21,1924.32
GNB,1.8,ItalyPowerDemand,ed,simple_cmp,0.5685131195335277,639.13,446.21
GNB,1.8,SonyAIBORobotSurface2,ed,simple_cmp,0.6107030430220357,629.27,677.88
GNB,1.8,SonyAIBORobotSurface1,ed,simple_cmp,0.454242928452579,618.1,400.19
GNB,1.8,Plane,ed,simple_cmp,0.5523809523809524,623.53,23.33
GNB,1.8,Trace,ed,simple_cmp,0.42,635.12,25.21
GNB,1.8,SmoothSubspace,ed,simple_cmp,0.3133333333333333,620.78,17.63
GNB,1.8,BME,ed,simple_cmp,0.46,639.24,198.54
GNB,1.8,CBF,ed,simple_cmp,0.6066666666666667,657.28,1211.1
GNB,1.8,UMD,ed,simple_cmp,0.5694444444444444,638.46,159.9
GNB,1.8,SyntheticControl,ed,simple_cmp,0.46,616.46,16.76
GNB,1.8,ShapeletSim,ed,simple_cmp,0.4611111111111111,662.6,433.14
GNB,1.8,Chinatown,ed,simple_cmp,0.685131195335277,603.86,44.49
GNB,1.8,ECG200,fots,simple_cmp,0.71,7874.58,831.37
GNB,1.8,TwoLeadECG,fots,simple_cmp,0.5267778753292361,7765.41,9371.4
GNB,1.8,ECGFiveDays,fots,simple_cmp,0.5389082462253194,7806.7,8071.51
GNB,1.8,ItalyPowerDemand,fots,simple_cmp,0.5014577259475219,7614.41,3603.89
GNB,1.8,SonyAIBORobotSurface2,fots,simple_cmp,0.5823714585519413,7866.59,9086.2
GNB,1.8,SonyAIBORobotSurface1,fots,simple_cmp,0.4958402662229617,7766.86,7433.78
GNB,1.8,Plane,fots,simple_cmp,0.2476190476190476,7020.17,593.82
GNB,1.8,Trace,fots,simple_cmp,0.29,7865.65,1279.28
GNB,1.8,SmoothSubspace,fots,simple_cmp,0.2533333333333333,7389.41,208.01
GNB,1.8,BME,fots,simple_cmp,0.34,7665.8,2286.85
GNB,1.8,CBF,fots,simple_cmp,0.34,7820.16,7632.86
GNB,1.8,UMD,fots,simple_cmp,0.2430555555555555,7869.53,2125.37
GNB,1.8,SyntheticControl,fots,simple_cmp,0.2933333333333333,7358.5,448.08
GNB,1.8,ShapeletSim,fots,simple_cmp,0.4833333333333333,9418.41,8082.74
GNB,1.8,Chinatown,fots,simple_cmp,0.5451895043731778,7318.94,1839.48
GNB,1.8,ECG200,hbd,simple_cmp,0.68,630.93,34.1
